"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"61434493010478_ereg_231",0.498,0.358,0.735,0.475,0.168,0.346,0.334,0,0.334
"61435800010478_ereg_232",0.284,0.133,0.95,0.601,0.346,0.414,0.367,0,0.367
"61436291010478_ereg_232",0.818,0.672,0.859,0.764,0.64,0.432,0.411,0,0.411
"61436782010478_ereg_231",0.716,0.75,0.412,0.581,0.327,0.676,0.295,0,0.295
"61438458010478_ereg_232",0.204,0.291,0.698,0.473,0.286,0.308,0.275,0,0.275
"61439616010478_ereg_231",1.002,0.535,0.646,0.405,0.592,0.632,0,0,0
"61442283010478_ereg_231",0.997,0.837,0.804,0.637,0.482,0.517,0.406,0,0.406
"61442961010478_ereg_232",0.02,0.039,0.179,0.178,0.097,0.171,0.141,0,0.141
"61443608010478_ereg_M221",0.8,1.22,1.075,0.43,0.238,0.583,0.474,0,0.474
"61443959010478_ereg_M221",0.77,1.217,1.241,0.59,0.216,0.845,0.465,0,0.465
"61444144010478_ereg_M221",1.015,0.955,1.032,0.568,0.477,0.689,0.343,0,0.343
"61444804010478_ereg_231",1.026,1.185,0.67,0.583,0.292,0.473,0.257,0,0.257
"61445541010478_ereg_231",0.194,0.166,0.678,0.371,0.139,0.376,0.282,0,0.282
"61456268010478_ereg_232",1.016,0.966,0.828,0.607,0.369,0.578,0.293,0,0.293
"61506316010478_ereg_232",0.775,0.522,0.377,0.174,0.149,0.14,0,0,0
"61519494010478_ereg_M221",1.006,1.098,0.926,0.738,0.373,0.909,0.435,0,0.435
"61521629010478_ereg_232",0.177,0.112,0.099,0.107,0.12,0.082,0,0,0
"61541064010478_ereg_231",0.201,0.467,0.683,0.814,0.279,0.691,0.5,0,0.5
"61557618010478_ereg_231",0.807,0.773,1.099,0.82,0.224,0.685,0.456,0,0.456
"61558872010478_ereg_231",1.033,0.891,0.657,0.388,0.703,0.912,0.101,0,0.101
"61558945010478_ereg_231",0.826,0.638,0.576,0.342,0.169,0.414,0,0,0
"61565963010478_ereg_231",0.631,0.46,0.997,0.597,0.238,0.464,0.414,0,0.414
"61572669010478_ereg_M221",1.043,0.94,0.694,0.69,0.351,0.716,0.461,0,0.461
"61574668010478_ereg_232",0.887,0.828,0.436,0.152,0.204,0.199,0,0,0
"61576517010478_ereg_231",0.556,0.448,0.942,0.654,0.24,0.575,0.476,0,0.476
"61576585010478_ereg_231",1.031,1.01,0.784,0.769,0.372,0.851,0.499,0,0.499
"61581255010478_ereg_232",0.721,0.642,0.865,0.662,0.472,0.671,0.491,0,0.491
"61587368010478_ereg_231",0.872,0.574,1.086,0.756,0.406,0.501,0.501,0,0.501
"61587465010478_ereg_231",0.092,0.139,0.546,0.364,0.236,0.332,0.25,0,0.25
"61588587010478_ereg_232",0.077,0.498,0.565,0.281,0.294,0.142,0,0,0
"61589629010478_ereg_232",0.348,0.574,0.47,0.439,0.142,0.337,0.234,0,0.234
"61602560010478_ereg_232",0.24,1.026,0.63,0.188,0.034,0.453,0.429,0.429,0
"61602679010478_ereg_232",0.217,0.228,0.762,0.44,0.271,0.31,0.264,0,0.264
"61603634010478_ereg_M221",0.84,0.799,0.538,0.724,0.367,0.73,0.269,0,0.269
"61607900010478_ereg_231",0.251,0.22,0.19,0.224,0.242,0.148,0,0,0
"61611263010478_ereg_232",0.801,0.679,0.5,0.158,0.293,0.277,0,0,0
"61611510010478_ereg_231",0.422,0.373,0.375,1.164,0.237,0.493,0,0,0
"61612310010478_ereg_M221",0.893,1.2,0.969,0.729,0.255,0.912,0.438,0,0.438
"61614889010478_ereg_231",0.862,0.75,0.643,0.549,0.65,0.425,0.167,0,0.167
"61616626010478_ereg_232",0.995,0.528,0.339,0.116,0.15,0.192,0,0,0
"61617043010478_ereg_231",1.053,0.824,0.425,0.285,0.134,0.322,0,0,0
"61617655010478_ereg_231",0.674,0.495,0.396,0.543,0.26,0.7,0.259,0,0.259
"61618049010478_ereg_232",0.546,0.42,0.82,0.615,0.483,0.555,0.48,0,0.48
"61619836010478_ereg_M221",1.129,0.902,0.852,0.745,0.433,0.747,0.229,0,0.229
"61620158010478_ereg_M221",0.796,0.846,1.196,0.8,0.382,0.863,0.449,0,0.449
"61620371010478_ereg_M221",0.896,1.198,1.22,0.543,0.306,0.68,0.482,0,0.482
"61620445010478_ereg_M221",0.893,1.487,1.223,0.679,0.165,0.991,0.5,0,0.5
"61621983010478_ereg_232",0.276,0.384,0.286,0.441,0.232,0.269,0.276,0,0.276
"61623814010478_ereg_232",0.897,0.479,0.504,0.382,0.213,0.199,0,0,0
"61628575010478_ereg_232",0.513,0.392,0.832,0.581,0.195,0.513,0.428,0,0.428
"61630042010478_ereg_232",0.895,1.384,1.716,0.534,0.24,0.233,0.24,0.464,0.485
"61631224010478_ereg_232",0.224,0.473,0.551,0.311,0.34,0.201,0,0,0
"61631920010478_ereg_232",0.762,0.469,0.283,0.142,0.205,0.134,0,0,0
"61632352010478_ereg_232",0.651,0.426,0.921,0.603,0.244,0.414,0.41,0,0.41
"62153651010538_ereg_M211",0.985,0.803,1.086,0.582,0.385,0.746,0.466,0,0.466
"62154844010538_ereg_221",0.87,0.512,0.29,0.594,0.589,1.097,0.262,0,0.262
"62155102010538_ereg_M211",0.642,0.571,0.419,0.536,0.739,0.863,0.303,0,0.303
"62156128010538_ereg_M211",0.693,0.739,1.242,0.737,0.374,0.906,0.483,0,0.483
"62156473010538_ereg_M211",1.182,0.734,0.449,0.694,0.302,0.686,0.399,0,0.399
"62157976010538_ereg_M211",0.102,0.143,0.319,0.128,0.103,0.152,0.094,0,0.094
"62158812010538_ereg_M211",0.501,0.124,0.38,0.25,0.424,0.914,0,0,0
"62159278010538_ereg_M211",0.804,0.12,0.398,0.201,0.405,0.616,0,0,0
"62159832010538_ereg_M211",0.611,0.761,0.483,0.476,0.315,0.371,0.211,0,0.211
"62160519010538_ereg_M211",0.634,0.538,0.291,0.721,0.531,0.707,0.362,0,0.362
"62161219010538_ereg_M211",0.557,0.602,0.478,0.681,0.362,1.092,0.425,0,0.425
"62162157010538_ereg_M211",0.259,0.322,0.204,0.393,0.209,0.648,0.22,0,0.22
"62163883010538_ereg_221",0.374,0.79,1.417,0.488,0.398,0.709,0.456,0,0.456
"62166816010538_ereg_221",0.829,1.077,1.444,0.625,0.36,0.693,0.5,0,0.5
"62167694010538_ereg_221",0.945,0.325,0.839,0.577,0.998,0.435,0.141,0,0.141
"62168862010538_ereg_M211",0.556,0.467,1.372,0.727,0.534,0.68,0.422,0,0.422
"62229921010538_ereg_221",0.84,0.849,1.391,0.586,0.278,0.778,0.499,0,0.499
"62230080010538_ereg_221",0.735,0.193,0.431,0.206,0.484,0.715,0,0,0
"62230511010538_ereg_221",0.48,0.407,0.967,0.324,0.087,0.244,0.205,0,0.205
"62230731010538_ereg_221",0.462,0.877,1.31,0.646,0.678,0.935,0.496,0,0.496
"62230840010538_ereg_221",0.569,0.601,0.725,0.304,0.086,0.495,0.266,0,0.266
"62230949010538_ereg_221",0.37,0.659,1.473,0.398,0.264,0.723,0.488,0,0.488
"62231122010538_ereg_221",0.992,0.551,0.464,0.453,0.219,0.578,0.204,0,0.204
"62231243010538_ereg_221",1.034,0.672,0.768,0.557,0.232,0.503,0.414,0,0.414
"62231695010538_ereg_221",0.412,0.94,1.151,0.749,1.078,0.818,0.461,0,0.461
"62231882010538_ereg_M211",0.815,0.308,0.415,0.353,0.533,0.971,0.15,0,0.15
"62232042010538_ereg_221",0.534,0.736,1.311,0.32,0.178,0.51,0.424,0,0.424
"62232284010538_ereg_M211",0.761,0.552,0.419,0.525,0.594,0.91,0.246,0,0.246
"62232460010538_ereg_221",0.704,0.263,0.383,0.329,0.49,0.976,0,0,0
"62232710010538_ereg_M211",0.329,0.714,1.513,0.376,0.426,0.768,0.477,0,0.477
"62233227010538_ereg_M211",0.923,0.853,1.007,0.538,0.152,0.663,0.395,0,0.395
"62233882010538_ereg_M211",0.534,0.648,1.334,0.792,0.543,0.732,0.483,0,0.483
"62234072010538_ereg_M211",0.274,0.318,0.449,0.292,0.394,0.848,0,0,0
"62234584010538_ereg_M211",0.881,0.508,0.336,0.514,0.586,1.07,0.219,0,0.219
"62234707010538_ereg_M211",0.673,0.808,0.551,0.697,0.693,0.761,0.323,0,0.323
"62235231010538_ereg_M211",0.421,0.856,0.354,0.941,0.74,1.316,0.492,0,0.492
"62235442010538_ereg_M211",0.811,0.366,0.399,0.387,0.658,0.893,0,0,0
"62235569010538_ereg_M211",0.393,0.512,0.287,0.632,0.334,1.016,0.349,0,0.349
"62235836010538_ereg_M211",0.526,0.733,0.49,0.77,0.621,1.057,0.417,0,0.417
"62236129010538_ereg_M211",0.559,0.785,0.309,0.849,0.67,1.192,0.488,0,0.488
"62236370010538_ereg_M211",0.467,0.726,0.349,0.942,0.497,1.329,0.49,0,0.49
"62236571010538_ereg_M211",0.775,0.607,0.458,0.615,0.57,0.892,0.302,0,0.302
"62236684010538_ereg_M211",0.608,0.627,0.41,0.622,0.64,0.77,0.286,0,0.286
"62236773010538_ereg_M211",0.507,0.735,0.276,0.796,0.671,0.963,0.472,0,0.472
"62236887010538_ereg_M211",0.687,0.203,0.437,0.214,0.374,0.722,0,0,0
"62236979010538_ereg_M211",0.287,0.927,0.284,0.931,0.861,1.282,0.48,0,0.48
"62237072010538_ereg_M211",0.452,0.85,0.315,0.887,0.731,1.365,0.496,0,0.496
"62237345010538_ereg_M211",0.518,0.796,0.314,0.928,0.62,1.361,0.499,0,0.499
"62237823010538_ereg_M211",0.681,0.157,0.441,0.202,0.187,0.417,0,0,0
"62237908010538_ereg_M211",0.546,0.649,0.786,0.913,0.57,1.078,0.496,0,0.496
"62238479010538_ereg_M211",1.033,0.78,0.506,0.666,0.532,0.533,0.191,0,0.191
"62238652010538_ereg_M211",0.623,1.094,1.262,0.761,0.795,1.477,0.496,0,0.496
"62239112010538_ereg_M211",1.115,0.791,1.214,0.53,0.623,0.857,0.409,0,0.409
"62239436010538_ereg_M211",0.646,0.173,0.416,0.206,0.404,0.708,0,0,0
"62239571010538_ereg_M211",0.355,0.461,0.349,0.569,0.322,0.884,0.305,0,0.305
"62239784010538_ereg_M211",0.909,0.434,0.261,0.479,0.578,0.942,0.238,0,0.238
"62240035010538_ereg_M211",0.365,0.555,0.394,0.754,0.377,1.015,0.378,0,0.378
"62240271010538_ereg_M211",0.717,0.598,0.286,0.625,0.661,0.982,0.267,0,0.267
"62240404010538_ereg_M211",0.828,0.384,0.434,0.433,0.51,0.849,0.184,0,0.184
"62240649010538_ereg_M211",0.621,0.855,0.436,0.742,0.608,1.171,0.458,0,0.458
"62240778010538_ereg_M211",0.735,0.301,0.432,0.253,0.912,0.732,0,0,0
"62240890010538_ereg_M211",0.699,0.772,0.281,0.698,0.486,0.623,0.2,0,0.2
"62241177010538_ereg_M211",0.676,0.48,0.383,0.495,0.678,0.743,0.229,0,0.229
"62241470010538_ereg_M211",0.487,0.732,0.213,0.872,0.679,1.057,0.42,0,0.42
"62241735010538_ereg_M211",1.001,1.064,1.283,0.614,0.227,0.669,0.5,0,0.5
"62241886010538_ereg_M211",0.977,0.899,0.637,1.059,0.551,1.083,0.5,0,0.5
"62242626010538_ereg_221",0.829,0.692,0.994,0.6,0.51,0.547,0.471,0,0.471
"62242763010538_ereg_221",0.052,0.616,1.424,0.192,0.214,0.514,0.444,0,0.444
"62242959010538_ereg_M211",0.731,0.854,0.692,0.942,0.574,1.249,0.474,0,0.474
"62243090010538_ereg_M211",0.926,0.301,0.432,0.269,0.578,0.645,0,0,0
"62243237010538_ereg_221",0.696,0.849,1.552,0.401,0.283,0.685,0.5,0,0.5
"62243719010538_ereg_221",0.402,0.777,1.237,0.443,0.201,1.03,0.417,0,0.417
"62244109010538_ereg_M211",0.368,0.599,0.249,0.821,0.404,0.96,0.446,0,0.446
"62244536010538_ereg_221",0.728,0.859,1.04,0.412,0.085,0.475,0.384,0,0.384
"62244710010538_ereg_221",1.12,0.962,0.959,0.679,0.188,0.669,0.483,0,0.483
"62244893010538_ereg_221",0.996,0.4,0.184,0.501,0.597,0.524,0,0,0
"62245075010538_ereg_221",1.058,1.028,1.276,0.823,0.461,0.81,0.495,0,0.495
"62245662010538_ereg_M211",0.63,0.775,0.824,0.911,1.073,0.92,0.478,0,0.478
"62245929010538_ereg_M211",0.413,0.581,1.386,0.754,1.203,0.716,0.384,0,0.384
"62246130010538_ereg_M211",0.831,0.892,0.438,0.944,0.96,1.334,0.452,0,0.452
"62246245010538_ereg_M211",0.706,0.7,0.668,0.86,1.091,0.986,0.498,0,0.498
"62261421010538_ereg_221",0,0,0,0,0,0,0,0,0
"62261569010538_ereg_M211",0.69,0.668,0.939,0.825,0.994,0.969,0.452,0,0.452
"62261766010538_ereg_M211",0.387,0.677,1.073,0.564,0.537,0.771,0.452,0,0.452
"62262315010538_ereg_M211",0.296,0.369,0.547,0.385,0.229,0.492,0.372,0,0.372
"62262506010538_ereg_M211",1.012,1.106,1.145,0.714,0.993,0.604,0.492,0,0.492
"62262661010538_ereg_M211",0.803,0.963,1.099,0.65,0.853,0.963,0.333,0,0.333
"62263127010538_ereg_221",0.567,0.88,1.488,0.464,0.402,0.823,0.494,0,0.494
"62263258010538_ereg_221",0.414,0.766,1.342,0.455,0.538,0.692,0.482,0,0.482
"62263553010538_ereg_221",0.305,0.752,1.711,0.285,0.283,0.659,0.498,0,0.498
"62263770010538_ereg_221",0.546,0.699,0.644,0.818,0.587,1.078,0.491,0,0.491
"62263945010538_ereg_221",1.533,1.202,0.566,0.69,0.722,0.46,0.174,0,0.174
"62264372010538_ereg_221",1.321,0.672,0.399,0.556,0.5,0.389,0.166,0,0.166
"62264525010538_ereg_221",1.362,0.772,0.574,0.765,0.433,0.727,0.434,0,0.434
"62264919010538_ereg_221",0.818,0.849,0.554,0.983,1.11,1.212,0.479,0,0.479
"62265112010538_ereg_221",0.842,0.719,0.572,0.581,0.415,0.247,0.064,0,0.064
"62265214010538_ereg_221",0.902,0.558,0.434,0.515,0.584,0.476,0.158,0,0.158
"62265330010538_ereg_221",0.985,0.698,0.397,0.5,0.603,0.607,0,0,0
"62265425010538_ereg_M211",0.571,0.716,0.484,0.793,0.469,0.951,0.414,0,0.414
"62265650010538_ereg_M211",0.235,0.49,0.579,0.354,0.691,0.268,0.056,0,0.056
"62266276010538_ereg_221",1.26,0.908,0.76,0.91,0.469,0.83,0.493,0,0.493
"62266372010538_ereg_M211",0.531,0.625,0.52,0.627,0.668,0.839,0.377,0,0.377
"62266745010538_ereg_221",1.022,1.004,1.337,0.525,0.55,0.726,0.457,0,0.457
"62266954010538_ereg_221",1.035,0.77,0.52,0.781,0.746,0.989,0.439,0,0.439
"62267068010538_ereg_221",0.817,0.469,0.482,0.304,0.169,0.33,0.165,0,0.165
"62267388010538_ereg_221",0.726,0.383,0.363,0.564,0.971,0.219,0,0,0
"62267641010538_ereg_221",0.851,0.488,0.385,0.407,0.786,0.311,0,0,0
"62267728010538_ereg_221",0.549,0.833,1.512,0.297,0.242,0.623,0.495,0,0.495
"62268136010538_ereg_221",0.512,0.855,0.833,0.325,0.26,0.351,0.293,0,0.293
"62268490010538_ereg_221",0.968,1.138,1.11,0.768,0.498,0.773,0.411,0,0.411
"62268744010538_ereg_M211",0.413,0.594,0.819,0.392,0.627,0.39,0.304,0,0.304
"62269052010538_ereg_221",0.807,0.624,0.478,0.596,0.565,0.278,0,0,0
"62269372010538_ereg_221",1.041,1.144,1.225,0.763,0.515,0.662,0.5,0,0.5
"62269711010538_ereg_221",0.996,1.023,1.22,0.536,0.285,0.582,0.445,0,0.445
"62269852010538_ereg_221",0.586,1.033,1.391,0.927,0.637,0.953,0.49,0,0.49
"62270268010538_ereg_221",0.834,0.772,0.649,0.662,0.608,0.324,0.193,0,0.193
"62270482010538_ereg_221",1.015,1.27,1.255,0.698,0.382,0.923,0.466,0,0.466
"62270607010538_ereg_221",0.883,1.168,1.329,0.617,0.486,0.824,0.483,0,0.483
"62270722010538_ereg_221",1.032,0.344,0.333,0.457,0.76,0.265,0,0,0
"62270948010538_ereg_221",1.138,0.937,1.01,0.723,0.794,1.149,0.418,0,0.418
"62271709010538_ereg_221",0.741,0.643,0.416,0.493,0.519,0.297,0.077,0,0.077
"62271920010538_ereg_221",0.267,0.582,1.102,0.227,0.177,0.427,0.356,0,0.356
"62272489010538_ereg_M211",0.162,0.138,0.247,0.204,0.363,0.69,0,0,0
"62272599010538_ereg_M211",0.878,0.384,0.527,0.349,0.356,0.608,0.155,0,0.155
"62272730010538_ereg_M211",0.668,0.872,0.517,0.842,0.788,1.145,0.47,0,0.47
"62272936010538_ereg_M211",0.612,0.233,0.422,0.204,0.607,0.646,0,0,0
"62273116010538_ereg_M211",0.63,0.185,0.245,0.182,0.354,0.53,0,0,0
"62273547010538_ereg_M211",0.365,0.592,0.6,0.443,0.537,0.583,0.215,0,0.215
"62273768010538_ereg_M211",0.208,0.739,0.939,0.497,0.945,1.486,0.216,0,0.216
"62273863010538_ereg_M211",0.78,0.356,0.412,0.388,0.782,0.977,0.089,0,0.089
"62273992010538_ereg_M211",0.41,0.523,0.488,0.607,0.483,0.6,0.458,0,0.458
"62274149010538_ereg_M211",0.638,0.533,0.282,0.668,1,1.248,0.215,0,0.215
"62274804010538_ereg_M211",0.647,0.885,0.719,0.743,0.585,1.084,0.496,0,0.496
"62274915010538_ereg_M211",0.421,0.745,0.425,0.838,1.013,0.905,0.502,0,0.502
"62275173010538_ereg_M211",0.545,0.136,0.381,0.225,0.325,0.737,0.058,0,0.058
"62275273010538_ereg_M211",0.34,0.382,0.38,0.457,0.235,0.55,0.356,0,0.356
"62275506010538_ereg_M211",0.569,0.573,0.53,0.452,0.466,0.817,0.279,0,0.279
"62275584010538_ereg_M211",0.271,0.895,1.366,0.551,0.832,0.564,0.498,0,0.498
"62275752010538_ereg_211",0.628,0.632,0.572,0.634,0.615,0.863,0.416,0,0.416
"62275865010538_ereg_M211",0.691,0.098,0.37,0.232,0.625,0.998,0,0,0
"62276374010538_ereg_M211",0.532,0.894,0.542,0.82,0.694,1.208,0.485,0,0.485
"62276521010538_ereg_M211",0.487,0.604,0.336,0.774,0.387,0.964,0.492,0,0.492
"62276662010538_ereg_M211",0.903,0.865,0.447,0.836,0.56,1.558,0.441,0,0.441
"62276765010538_ereg_M211",0.678,0.335,0.468,0.334,0.688,0.653,0,0,0
"62277368010538_ereg_M211",0.459,0.709,0.481,0.804,0.599,0.931,0.498,0,0.498
"62277496010538_ereg_M211",0.534,0.845,0.298,0.865,0.696,1.384,0.5,0,0.5
"62277888010538_ereg_M211",0.155,0.185,0.351,0.2,0.108,0.228,0.198,0,0.198
"62278211010538_ereg_M211",0.385,0.632,0.426,0.668,0.59,0.92,0.406,0,0.406
"62278376010538_ereg_M211",0.416,0.537,0.546,0.622,0.329,0.942,0.449,0,0.449
"62278531010538_ereg_M211",0.684,0.106,0.433,0.192,0.36,0.482,0,0,0
"62278627010538_ereg_M211",0.756,0.668,0.802,0.754,1.155,0.572,0.331,0,0.331
"62278970010538_ereg_M211",0.46,0.77,0.783,0.723,0.454,0.717,0.494,0,0.494
"62279274010538_ereg_M211",0.646,0.467,0.429,0.437,0.394,0.532,0.22,0,0.22
"62279370010538_ereg_M211",0.342,0.504,0.288,0.462,0.437,0.799,0.236,0,0.236
"62279475010538_ereg_M211",0.746,0.514,0.487,0.496,0.707,1.029,0.216,0,0.216
"62280215010538_ereg_M211",0.854,0.35,0.314,0.387,0.566,0.86,0.117,0,0.117
"62280620010538_ereg_M211",0.521,0.145,0.346,0.201,0.506,0.491,0,0,0
"62280721010538_ereg_M211",0.603,0.848,0.592,0.773,0.833,0.839,0.434,0,0.434
"62280844010538_ereg_M211",0.068,0.017,0.003,0.159,0.214,0.204,0,0,0
"62280962010538_ereg_221",1.005,0.825,0.8,0.379,0.692,1.385,0.178,0,0.178
"62281168010538_ereg_M211",0.418,0.445,0.273,0.409,0.515,0.38,0.21,0,0.21
"62281259010538_ereg_M211",0.204,0.072,0.31,0.239,0.36,0.915,0,0,0
"62281346010538_ereg_M211",0.661,0.632,0.335,0.675,0.621,0.86,0.322,0,0.322
"62281562010538_ereg_M211",1.244,0.718,0.352,0.76,0.652,1.012,0.352,0,0.352
"62282379010538_ereg_M211",0.599,0.91,0.512,0.858,0.815,1.207,0.499,0,0.499
"62282555010538_ereg_M211",0.594,0.889,1.096,0.833,0.971,0.905,0.493,0,0.493
"62282722010538_ereg_M211",1.155,0.906,0.53,0.929,0.604,0.814,0.456,0,0.456
"62283245010538_ereg_M211",0.506,0.792,1.018,0.752,0.735,0.989,0.476,0,0.476
"62283369010538_ereg_M211",0.774,0.494,0.486,0.462,0.419,0.625,0.231,0,0.231
"62283443010538_ereg_M211",0.747,0.396,0.195,0.621,0.601,0.792,0.251,0,0.251
"62283588010538_ereg_M211",0.906,0.787,1.107,0.718,0.911,0.815,0.369,0,0.369
"62283696010538_ereg_M211",0.234,0.751,0.967,0.715,1.405,0.437,0.341,0,0.341
"62283743010538_ereg_M211",0.816,0.677,0.46,0.671,0.759,1.215,0.372,0,0.372
"62283878010538_ereg_M211",1.107,0.851,0.659,0.832,0.343,0.793,0.483,0,0.483
"62284221010538_ereg_M211",0.445,0.544,0.729,0.699,0.853,0.637,0.497,0,0.497
"62284488010538_ereg_M211",0.454,0.76,0.528,0.667,0.705,0.942,0.355,0,0.355
"62284581010538_ereg_M211",0.516,0.836,0.549,0.857,0.87,0.973,0.478,0,0.478
"62284972010538_ereg_M211",1.105,0.829,0.858,0.777,0.596,1.146,0.482,0,0.482
"62285474010538_ereg_M211",0.385,0.93,1.204,0.588,0.968,0.747,0.463,0,0.463
"62285741010538_ereg_M211",0.858,0.543,0.546,0.519,0.83,0.809,0.26,0,0.26
"62285878010538_ereg_M211",0.771,0.351,0.374,0.394,0.502,1.108,0.187,0,0.187
"62286163010538_ereg_M211",0.8,0.507,0.375,0.537,0.755,1.131,0.27,0,0.27
"62286382010538_ereg_M211",0.308,0.68,0.613,0.676,0.64,0.829,0.393,0,0.393
"62286633010538_ereg_221",1.156,0.862,0.669,0.545,0.481,0.444,0,0,0
"62286783010538_ereg_221",1.329,0.509,0.325,0.444,0.476,0.399,0,0,0
"62286924010538_ereg_221",0.164,0.312,0.357,0.387,0.827,0.096,0,0,0
"62287009010538_ereg_221",0.762,0.916,0.697,0.86,0.303,1.17,0.424,0,0.424
"62287571010538_ereg_221",0.899,1.123,1.033,0.639,0.286,0.834,0.405,0,0.405
"62287688010538_ereg_221",0.991,0.296,0.512,0.545,0.392,0.422,0,0,0
"62287875010538_ereg_221",0.358,0.679,1.397,0.476,0.488,0.658,0.499,0,0.499
"62288051010538_ereg_M211",1.249,0.644,0.413,0.903,0.666,0.649,0.266,0,0.266
"62288138010538_ereg_221",0.659,0.698,1.264,0.794,1.522,0.575,0.414,0,0.414
"62288422010538_ereg_221",1.359,0.473,0.437,0.529,0.469,0.403,0,0,0
"62288503010538_ereg_221",0.76,0.369,0.268,0.445,0.833,0.153,0,0,0
"62288671010538_ereg_221",0.52,0.401,0.247,0.601,0.616,0.571,0,0,0
"62288758010538_ereg_221",1.042,0.534,0.439,0.378,0.368,0.563,0,0,0
"62289080010538_ereg_221",1.209,0.546,0.376,0.618,0.473,0.747,0.223,0,0.223
"62289284010538_ereg_221",1.174,1.013,0.517,0.865,0.745,0.734,0.42,0,0.42
"62289397010538_ereg_221",0.866,0.533,0.329,0.518,0.343,0.629,0,0,0
"62289648010538_ereg_221",1.026,0.815,0.847,0.623,0.606,0.386,0.057,0,0.057
"62289802010538_ereg_221",0.993,0.243,0.328,0.458,0.322,1.095,0,0,0
"62289979010538_ereg_221",1.16,0.471,0.386,0.361,0.564,0.503,0,0,0
"62290278010538_ereg_221",1.131,0.584,0.498,0.55,0.629,0.299,0,0,0
"62290375010538_ereg_221",0.565,0.486,0.495,0.417,0.862,0.573,0,0,0
"62290501010538_ereg_221",1.22,0.986,1.151,0.553,0.614,0.75,0.395,0,0.395
"62290852010538_ereg_221",0.889,0.249,0.601,0.489,0.125,0.266,0,0,0
"62291195010538_ereg_221",0.748,0.308,0.298,0.637,0.63,0.299,0,0,0
"62291298010538_ereg_221",0.516,0.403,0.154,0.601,0.298,0.544,0,0,0
"62291373010538_ereg_221",1.325,0.717,0.334,0.518,0.547,0.414,0,0,0
"63289972010538_ereg_M211",0.231,0.877,1.434,0.498,0.843,0.66,0.485,0,0.485
"64248962010538_ereg_211",0.522,0.335,0.377,0.488,1.169,0.277,0,0,0
"64249251010538_ereg_M211",0.487,0.444,0.411,0.711,1.086,0.61,0.307,0,0.307
"64249405010538_ereg_M211",0.269,0.33,0.401,0.326,0.334,0.883,0.149,0,0.149
"64249508010538_ereg_M211",0.708,0.228,0.422,0.318,0.446,0.898,0.107,0,0.107
"64249715010538_ereg_M211",0.331,0.341,0.369,0.413,0.441,1.081,0.155,0,0.155
"64249828010538_ereg_M211",0.537,0.559,0.464,0.515,0.5,0.861,0.243,0,0.243
"64249939010538_ereg_M211",0.603,0.27,0.426,0.327,0.464,1.017,0,0,0
"64250079010538_ereg_211",0.554,0.817,1.426,0.632,0.585,0.583,0.452,0,0.452
"64250200010538_ereg_211",0.753,0.534,1.692,0.84,0.554,0.697,0.448,0,0.448
"64250438010538_ereg_211",0.482,0.578,0.661,0.608,0.494,0.746,0.468,0,0.468
"64250653010538_ereg_221",0.404,0.27,1.311,0.448,0.119,0.292,0.167,0,0.167
"64251039010538_ereg_M211",0.759,0.89,0.491,0.94,0.837,1.15,0.501,0,0.501
"64251276010538_ereg_211",0.546,0.775,0.606,0.989,0.958,0.918,0.478,0,0.478
"64251642010538_ereg_211",0.27,0.329,0.293,0.285,1.084,1.206,0,0,0
"64251750010538_ereg_211",0.966,0.828,0.584,1.053,1.072,0.955,0.487,0,0.487
"64252041010538_ereg_211",0.769,0.719,0.626,0.816,0.994,0.967,0.493,0,0.493
"64252912010538_ereg_211",0,0,0,0,0,0,0,0,0
"64253409010538_ereg_211",0.539,0.23,0.468,0.418,0.53,0.299,0.084,0,0.084
"64254188010538_ereg_211",0.387,0.575,0.679,0.461,0.654,0.995,0.182,0,0.182
"64254488010538_ereg_211",0.56,0.689,0.919,0.741,0.954,0.591,0.367,0,0.367
"64254629010538_ereg_211",1.151,0.42,0.237,0.408,0.508,0.482,0,0,0
"64254837010538_ereg_211",0.557,0.652,0.622,0.294,0.312,0.4,0.228,0,0.228
"64254980010538_ereg_221",0.017,0.04,0.103,0.111,0.105,0.117,0.081,0,0.081
"64255235010538_ereg_211",0.622,0.704,0.604,0.642,0.634,0.967,0.399,0,0.399
"64255321010538_ereg_M211",0.894,0.978,1.135,0.804,0.326,1.416,0.498,0,0.498
"64256117010538_ereg_M211",0.336,0.872,0.57,0.876,0.85,1.124,0.494,0,0.494
"64256371010538_ereg_221",0.385,0.734,0.562,0.476,1.138,1.149,0,0,0
"64256438010538_ereg_221",0.129,0.561,0.718,0.421,0.938,0.446,0.257,0,0.257
"64256723010538_ereg_222",0.15,0.23,0.24,0.232,0.181,0.045,0,0,0
"64256922010538_ereg_222",0.093,0.089,0.08,0.163,0.243,0.213,0,0,0
"64257252010538_ereg_211",0.95,0.57,0.44,0.408,0.388,0.147,0,0,0
"64258534010538_ereg_211",0.82,0.571,0.501,0.378,0.938,0.759,0,0,0
"64258958010538_ereg_211",0.214,0.799,1.412,0.594,0.965,0.537,0.488,0,0.488
"64259362010538_ereg_221",0.901,0.761,0.299,0.493,0.481,0.061,0,0,0
"64259448010538_ereg_211",0.496,0.549,0.706,0.78,0.911,0.662,0.498,0,0.498
