"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"59879013010538_ereg_221",-0.433,-0.712,0.71,1.163,-0.227,0.326,1,0,0
"59879090010538_ereg_221",-0.23,-0.35,-0.354,-0.343,-0.241,0.061,1,0,0
"59879191010538_ereg_221",-0.114,-0.343,-0.247,-0.035,0.353,-0.005,1,0,0
"59879387010538_ereg_221",0.364,-0.187,-0.016,0.248,0.816,-0.11,1,0,0
"59879514010538_ereg_221",-0.252,-0.187,-0.065,-0.054,0.216,-0.066,1,0,0
"59879761010538_ereg_221",0.249,0.055,0.587,0.535,0.264,0.139,1,0,0
"59881950010538_ereg_221",0.068,-0.526,0.601,0.508,-0.411,1.143,1,0,0
"59882299010538_ereg_221",0.273,-0.148,0.584,0.67,-0.052,0.093,1,0,0
"59882407010538_ereg_221",1.396,0.821,0.567,0.291,-0.309,0.262,1,0,0
"59882713010538_ereg_221",-0.199,-0.45,0.356,0.438,-0.31,0.144,1,0,0
"59882945010538_ereg_223",-0.026,-0.448,0.033,0.252,0.692,-0.252,0.797,0,0.203
"59883070010538_ereg_221",0.336,0.173,0.663,0.29,-0.175,0.809,1,0,0
"59883398010538_ereg_222",0.953,0.641,0.068,0.474,-0.251,0.37,1,0,0
"59883474010538_ereg_223",-0.083,-0.426,-0.693,-0.414,-0.136,-1.215,0.324,0,0.676
"59884112010538_ereg_221",-0.157,-0.47,-0.123,-0.164,-0.197,0.096,1,0,0
"59884622010538_ereg_221",0.545,0.51,0.264,0.2,-0.01,0.414,1,0,0
"59884930010538_ereg_221",-0.193,-0.651,0.693,0.379,-0.125,0.076,1,0,0
"59885015010538_ereg_221",-0.002,0.109,0.278,0.225,0.982,0.048,1,0,0
"59886364010538_ereg_222",-0.06,-0.181,0.141,0.424,1.199,-0.144,1,0,0
"59886638010538_ereg_222",-0.064,0.145,0.215,-0.066,0.264,0.112,1,0,0
"59887301010538_ereg_221",0.321,-0.048,0.011,-0.325,-0.482,0.037,1,0,0
"59887580010538_ereg_221",0.272,-0.342,0.064,0.89,2.313,-0.226,1,0,0
"59887721010538_ereg_221",0.781,0.546,0.324,0.1,-0.114,0.361,1,0,0
"59888016010538_ereg_232",-0.025,-0.057,0.133,-0.151,-0.142,-0.155,0.893,0,0.107
"59911617010538_ereg_M221",0.183,-0.409,1.033,-0.745,-0.778,-0.561,0.402,0,0.598
"59911721010538_ereg_M221",-0.004,-0.064,-0.08,-0.024,-0.289,0.448,1,0,0
"59911885010538_ereg_M221",0.937,0.532,0.419,-0.357,-0.891,0.263,0.901,0,0.099
"59912376010538_ereg_221",1.252,0.943,0.385,-0.172,-0.614,-0.023,1,0,0
"59912469010538_ereg_221",0.008,-0.615,-0.239,0.057,0.748,-0.261,1,0,0
"59912802010538_ereg_221",-0.137,-1.189,1.139,0.606,-0.446,0.297,1,0,0
"59913188010538_ereg_232",-0.461,-0.966,1.093,0.092,-0.662,0.226,0.951,0,0.049
"59913807010538_ereg_232",-0.351,-0.333,0.284,-0.527,-0.468,-0.023,0.885,0,0.115
"59914017010538_ereg_232",-0.483,-0.126,1.631,-1.081,-0.714,-0.529,0.388,0,0.612
"59914376010538_ereg_M221",0.597,0.482,0.033,0.254,-0.254,0.451,1,0,0
"59914762010538_ereg_M221",-0.303,-0.379,-0.446,-0.389,-0.315,0.115,1,0,0
"59914871010538_ereg_M221",0.237,0.086,0.041,0.087,0.168,-0.026,1,0,0
"59915240010538_ereg_221",1.199,0.595,0.599,0.123,-0.458,0.233,1,0,0
"59915680010538_ereg_221",0.475,0.039,0.323,0.695,-0.396,1.535,1,0,0
"59915974010538_ereg_232",0.488,-0.012,0.504,-0.205,-0.63,0.361,0.973,0,0.027
"59916150010538_ereg_232",0.17,-0.698,0.935,0.246,-0.705,0.562,1,0,0
"59916524010538_ereg_232",-0.466,-0.04,1.996,-1.306,-0.777,-0.865,0.219,0,0.781
"59917537010538_ereg_M221",0.612,0.565,0.088,0.307,-0.343,0.408,0.96,0,0.04
"59917752010538_ereg_232",-0.401,-0.074,1.743,-1.126,-0.737,-0.71,0.321,0,0.679
"59917903010538_ereg_232",0.018,-0.397,0.554,0.013,-0.222,0.224,0.95,0,0.05
"60134557010538_ereg_232",-0.206,-0.312,-0.326,-0.321,-0.237,0.054,1,0,0
"60134902010538_ereg_232",0.356,-0.074,0.646,0.171,-0.456,0.058,0.997,0,0.003
"60135389010538_ereg_221",-0.121,-1.014,1.29,0.677,-0.267,0.301,1,0,0
"60135525010538_ereg_232",-0.276,-0.702,0.612,0.09,-0.466,0.206,1,0,0
"60135800010538_ereg_232",0.333,0.325,0.794,-0.557,-0.427,-0.399,0.718,0,0.282
"60136022010538_ereg_232",-0.517,-0.44,0.458,-0.627,-0.511,-0.071,0.827,0,0.173
"60136328010538_ereg_232",-0.301,-0.464,-0.483,-0.468,-0.364,0.091,1,0,0
"60137248010538_ereg_232",-0.481,-0.248,1.606,-1.118,-0.745,-0.526,0.4,0,0.6
"60137359010538_ereg_232",-0.577,-0.195,1.703,-1.319,-0.782,-0.779,0.275,0,0.725
"60259322010538_ereg_M221",0.084,0.197,0.617,0.183,0.637,0.3,1,0,0
"60259734010538_ereg_M221",-0.09,-0.224,-0.044,0.466,1.335,0.163,1,0,0
"60259817010538_ereg_M221",0.027,0.349,0.488,0.132,0.54,0.241,1,0,0
"60259896010538_ereg_221",0.312,-0.19,0.775,0.276,-0.124,0.321,1,0,0
"60260378010538_ereg_221",0.781,0.438,0.409,0.006,-0.137,0.14,1,0,0
"60260607010538_ereg_221",0.761,0.21,0.539,0.415,-0.27,0.269,1,0,0
"60260696010538_ereg_221",1.094,1.059,0.371,0.138,-0.315,0.054,1,0,0
"60260842010538_ereg_221",0.485,0.272,0.353,-0.214,-0.587,0.073,0.823,0,0.177
"60260984010538_ereg_221",0.52,-0.211,0.607,0.291,-0.338,0.271,1,0,0
"60261428010538_ereg_M221",1.011,0.861,0.457,0.318,-0.21,0.55,1,0,0
"60261746010538_ereg_221",-0.377,-0.621,0.791,1.227,-0.224,0.287,1,0,0
"60261797010538_ereg_M221",-0.555,0.313,-0.04,0.428,0.467,0.478,1,0,0
"60261854010538_ereg_M221",-1.066,-1.415,0.202,-1.533,-0.916,-1.069,0.061,0,0.939
"60261935010538_ereg_M221",-0.666,-0.354,-0.059,-0.126,0.351,0.239,0.816,0,0.184
"60262100010538_ereg_221",0.059,-0.406,0.208,0.224,0.295,0.091,1,0,0
"60262204010538_ereg_221",-0.21,-0.594,0.564,0.303,-0.08,0.059,1,0,0
"60262711010538_ereg_221",1.327,0.797,0.491,-0.102,-0.645,0.151,1,0,0
"60262854010538_ereg_221",0.347,-0.181,0.581,-0.238,-0.46,0.057,0.821,0,0.179
"60263054010538_ereg_221",1.27,1.069,0.261,0.08,-0.754,0.622,1,0,0
"60263145010538_ereg_M221",0.65,0.231,0.375,0.289,-0.509,0.456,1,0,0
"60263298010538_ereg_221",-0.137,-0.795,0.623,-0.071,-0.666,0.164,0.888,0,0.112
"60263480010538_ereg_M221",0.952,0.885,0.179,0.294,-0.527,0.766,0.97,0,0.03
"60263702010538_ereg_M221",-0.085,0.037,0.27,0.361,-0.064,0.682,0.99,0,0.01
"60264023010538_ereg_M221",0.149,0.105,0.514,0.425,-0.027,0.62,1,0,0
"60264120010538_ereg_M221",0.238,-0.17,0.306,0.215,-0.347,0.886,1,0,0
"60264203010538_ereg_M221",-0.364,-1.06,1.223,0.708,-0.595,0.438,0.975,0,0.025
"60264288010538_ereg_221",-0.061,0.406,0.128,0.376,0.095,0.45,1,0,0
"60264333010538_ereg_221",0,-0.335,0.416,0.431,0.505,0.085,1,0,0
"60264442010538_ereg_221",0.691,0.621,0.418,0.164,0,0.231,1,0,0
"60264711010538_ereg_M221",0.103,-0.532,0.22,0.577,1.255,-0.156,1,0,0
"60264969010538_ereg_M221",0.515,-0.034,0.751,0.479,-0.632,0.529,1,0,0
"60265043010538_ereg_M221",0.346,-0.42,0.767,-0.439,-0.564,-0.414,0.596,0,0.404
"60265165010538_ereg_M221",0.351,-0.305,0.649,0.17,-0.497,0.447,1,0,0
"60265482010538_ereg_M221",-0.449,-0.078,0.361,0.566,-0.135,0.764,0.891,0,0.109
"60265949010538_ereg_221",0.179,0.042,0.799,0.301,0.334,0.322,1,0,0
"60266024010538_ereg_221",1.307,0.68,0.762,0.308,-0.281,0.232,0.944,0,0.056
"60266563010538_ereg_221",0.475,0.347,-0.083,-0.025,-0.165,-0.021,1,0,0
"60266629010538_ereg_221",0.359,0.33,0.127,0.2,0.299,-0.014,1,0,0
"60266694010538_ereg_M221",1.076,0.872,0.65,0.142,-0.513,0.066,1,0,0
"60267545010538_ereg_221",1.096,0.923,0.387,0.128,-0.339,0.295,1,0,0
"60267642010538_ereg_M221",-0.058,-0.601,0.989,0.652,-0.381,0.395,1,0,0
"60267743010538_ereg_M221",1.305,0.864,0.466,-0.202,-0.782,0.148,1,0,0
"60267844010538_ereg_221",0.477,0.765,0.622,-0.012,0.136,0.232,1,0,0
"60267985010538_ereg_221",-0.081,-0.671,0.587,0.31,-0.341,0.523,1,0,0
"60268062010538_ereg_M221",0.321,-0.419,0.478,0.492,0.289,0.528,1,0,0
"60268153010538_ereg_M221",1.08,0.44,0.124,0.213,-0.416,0.289,1,0,0
"60268426010538_ereg_M221",0.644,0.398,0.091,0.138,-0.302,0.663,1,0,0
"60269063010538_ereg_221",1.049,0.553,0.175,0.195,-0.509,0.267,1,0,0
"60269191010538_ereg_221",0.993,0.715,0.186,-0.346,-0.715,-0.095,1,0,0
"60269304010538_ereg_M221",1.089,0.672,0.25,0.05,-0.449,0.224,1,0,0
"60269548010538_ereg_M221",0.414,-0.104,-0.203,-0.044,-0.065,0.066,1,0,0
"60270087010538_ereg_M221",0.821,0.662,0.164,-0.017,-0.643,0.535,1,0,0
"60270544010538_ereg_M221",0.536,0.747,0.404,0.314,0.433,0.074,1,0,0
"60270784010538_ereg_M221",-0.157,-0.677,0.702,0.38,-0.426,0.294,1,0,0
"60271004010538_ereg_M221",1.096,0.93,0.346,0.112,0.026,-0.076,1,0,0
"60271160010538_ereg_M221",0.606,0.742,0.064,0.25,-0.444,0.566,1,0,0
"60271261010538_ereg_M221",0.779,0.487,0.455,-0.255,-0.79,0.064,0.756,0,0.244
"60271492010538_ereg_M221",1.211,0.927,0.442,0.049,-0.601,0.294,0.945,0,0.055
"60271633010538_ereg_M221",0.947,0.428,0.203,0.225,-0.2,0.085,1,0,0
"60271704010538_ereg_M221",1.226,1.037,0.269,0.352,-0.524,0.772,1,0,0
"60271796010538_ereg_M221",1.378,0.735,0.406,-0.265,-0.774,-0.024,1,0,0
"60271877010538_ereg_221",0,0,0,0,0,0,1,0,0
"60272073010538_ereg_M221",-0.349,-0.466,0.443,-0.454,-0.278,-0.362,0.578,0,0.422
"60272313010538_ereg_M221",0.811,0.517,0.269,0.313,-0.444,0.441,0.925,0,0.075
"60272420010538_ereg_M221",0.621,0.227,0.194,0.029,-0.283,0.234,1,0,0
"60272513010538_ereg_M221",1.39,0.806,0.506,-0.089,-0.601,0.007,0.993,0,0.007
"60272626010538_ereg_M221",1.421,1.309,0.556,0.086,-0.62,0.102,1,0,0
"60272739010538_ereg_M221",0.792,0.248,0.876,-0.006,-0.336,0.055,0.835,0,0.165
"60272934010538_ereg_221",0.487,-0.024,0.216,-0.021,-0.49,0.468,1,0,0
"60273041010538_ereg_221",-0.015,0.327,0.58,0.375,0.478,0.405,1,0,0
"60273132010538_ereg_221",0.358,-0.477,1.107,0.627,-0.453,0.27,1,0,0
"60273399010538_ereg_221",0.774,0.253,0.353,-0.096,-0.591,0.184,0.907,0,0.093
"60273500010538_ereg_221",0.911,0.707,0.22,0.172,-0.479,0.957,1,0,0
"60273837010538_ereg_M221",0.999,0.788,0.236,-0.316,-0.896,0.269,0.945,0,0.055
"60273944010538_ereg_M221",0.298,-0.488,0.833,0.464,0.024,0.281,1,0,0
"60274199010538_ereg_221",0.467,0.324,0.106,0.227,-0.22,1.054,1,0,0
"60274294010538_ereg_M221",0.333,0.091,0.431,-0.08,-0.427,0.714,0.782,0,0.218
"60274402010538_ereg_M221",0.165,-0.367,0.626,0.247,0.023,0.74,1,0,0
"60274742010538_ereg_221",-0.07,-0.583,0.379,0.319,0.066,0.116,1,0,0
"60274807010538_ereg_M221",0.273,-0.452,0.914,0.444,-0.496,0.294,1,0,0
"60274911010538_ereg_221",-0.387,-0.42,-0.244,-0.065,-0.176,0.158,1,0,0
"60275295010538_ereg_221",1.292,1.223,0.507,0.234,-0.675,-0.003,1,0,0
"60275404010538_ereg_221",-0.161,0.287,0.238,0.253,0.123,0.804,1,0,0
"60275572010538_ereg_221",0.681,-0.022,0.882,0.371,-0.385,0.158,0.934,0,0.066
"60275753010538_ereg_221",1.059,0.67,0.563,0.163,-0.552,0.454,0.994,0,0.006
"60276027010538_ereg_M221",1.22,1.023,0.273,-0.01,-0.764,0.522,1,0,0
"60276167010538_ereg_M221",-0.35,-0.341,0.363,0.653,0.038,0.07,1,0,0
"60276351010538_ereg_M221",0.053,-0.599,0.564,0.506,-0.161,0.362,1,0,0
"60276426010538_ereg_M221",0.63,0.231,0.097,0.203,-0.423,1.251,0.941,0,0.059
"60276540010538_ereg_M221",0.194,-0.502,0.983,0.562,-0.032,0.335,0.986,0,0.014
"60276920010538_ereg_M221",-0.092,-0.181,0.224,0.223,-0.233,0.392,0.993,0,0.007
"60277025010538_ereg_M221",0.958,0.284,0.361,0.255,-0.288,0.631,0.998,0,0.002
"60277154010538_ereg_M221",0.931,0.782,0.15,-0.121,-0.707,0.452,1,0,0
"60277665010538_ereg_221",0.465,0.52,0.438,0.211,0.134,0.733,1,0,0
"60277859010538_ereg_221",0.032,0.262,0.375,0.076,0.416,0.137,1,0,0
"60278118010538_ereg_221",0.648,-0.042,0.919,0.455,-0.353,0.32,1,0,0
"60278192010538_ereg_221",0.908,0.555,0.621,0.237,-0.096,0.276,1,0,0
"60278287010538_ereg_M221",0.318,0,0.457,0.219,0.42,0.646,1,0,0
"60278370010538_ereg_M221",0.787,0.189,0.629,0.088,-0.579,0.14,0.848,0,0.152
"60278469010538_ereg_M221",-0.272,-0.624,0.661,-0.609,-0.72,-0.233,0.518,0,0.482
"60278861010538_ereg_M221",0.685,0.622,0.218,0.149,-0.146,0.354,1,0,0
"60279311010538_ereg_M221",0.583,0.449,0.526,0.284,0.217,0.463,1,0,0
"60279398010538_ereg_M221",-0.209,-0.916,0.907,0.165,0.111,0.072,0.808,0,0.192
"60279596010538_ereg_M221",-0.061,-0.594,0.883,0.441,0.074,0.18,0.918,0,0.082
"60279695010538_ereg_M221",-0.264,-0.691,0.585,0.692,0.242,0.519,1,0,0
"60279911010538_ereg_M221",0.039,-0.263,0.452,0.451,-0.36,1.303,1,0,0
"60280144010538_ereg_M221",1.228,0.92,0.272,-0.193,-0.816,0.295,1,0,0
"60280574010538_ereg_M221",0.028,-1.059,1.038,0.534,-0.366,0.199,1,0,0
"60281063010538_ereg_M221",1.404,1.486,0.463,-0.105,-0.701,-0.072,0.985,0,0.015
"60281322010538_ereg_M221",1.137,0.635,0.41,0.232,-0.512,0.529,0.969,0,0.031
"60281827010538_ereg_M221",0.516,0.273,-0.126,-0.027,-0.461,0.431,0.997,0,0.003
"60281904010538_ereg_M221",-0.093,-0.324,0.191,-0.046,0.106,-0.009,0.939,0,0.061
"60282259010538_ereg_M221",0.355,0.091,0.556,-0.274,-0.607,0.022,0.655,0,0.345
"60282343010538_ereg_M221",1.235,1.059,0.348,0.165,-0.595,0.46,0.955,0,0.045
"60282403010538_ereg_M221",1.146,0.962,0.219,0.331,-0.501,0.66,0.997,0,0.003
"60282614010538_ereg_M221",0.434,-0.303,1.46,-0.202,-0.631,-0.073,0.523,0,0.477
"60282703010538_ereg_M221",1.277,0.982,0.21,0.398,-0.541,0.765,1,0,0
"60282801010538_ereg_221",0.862,0.371,0.551,-0.293,-0.537,-0.243,0.791,0,0.209
"60282902010538_ereg_M221",0.002,-0.29,-0.302,-0.13,-0.003,0.142,1,0,0
"60283192010538_ereg_M221",0.26,0.062,0.258,0.56,0.94,0.727,1,0,0
"60283587010538_ereg_M221",0.677,0.047,1.16,-0.107,-0.534,-0.12,0.661,0,0.339
"60283713010538_ereg_M221",-0.579,-0.059,-0.16,0.139,0.481,0.705,0.925,0,0.075
"60284011010538_ereg_M221",0.209,0.142,0.188,0.022,-0.104,0.954,0.974,0,0.026
"60284112010538_ereg_M221",-0.581,-0.195,-0.153,0.186,0.848,0.295,0.919,0,0.081
"60284248010538_ereg_M221",0.036,-0.143,-0.28,-0.214,-0.351,0.477,0.997,0,0.003
"60284475010538_ereg_M221",0.547,0.829,0.165,0.49,-0.225,0.721,1,0,0
"60284837010538_ereg_M221",0.031,-0.491,-0.159,0.578,1.712,-0.15,1,0,0
"60284986010538_ereg_M221",0.157,0.063,0.488,0.281,0.604,0.303,1,0,0
"60285561010538_ereg_M221",-0.112,-0.624,0.168,0.597,0.956,0.508,1,0,0
"60285664010538_ereg_M221",0.57,0.506,0.577,0.059,0.078,0.323,1,0,0
"60285898010538_ereg_M221",0.406,0.132,0.237,0.079,-0.052,0.105,1,0,0
"60286022010538_ereg_M221",0.355,0.021,0.303,0.107,-0.371,0.302,0.965,0,0.035
"60286575010538_ereg_221",1.015,0.549,0.413,-0.235,-0.707,0.049,0.949,0,0.051
"60286901010538_ereg_221",0.173,-0.155,0.027,-0.389,-0.484,0.027,0.892,0,0.108
"60287088010538_ereg_221",0.653,0.124,0.385,-0.037,-0.272,-0.007,0.856,0,0.144
"60287197010538_ereg_221",1.157,0.807,0.546,0.322,-0.213,0.291,1,0,0
"60287332010538_ereg_M221",0.535,0.115,0.434,0.471,-0.348,0.864,1,0,0
"60287575010538_ereg_M221",0.998,0.604,0.308,0.103,-0.545,0.279,1,0,0
"60287701010538_ereg_M221",0.465,-0.488,0.895,0.487,-0.607,0.283,1,0,0
"60802914010661_ereg_212",-1.558,-1.413,-0.43,0.89,0.493,0.262,0.977,0,0.023
"60806279010661_ereg_212",-0.281,-0.358,-0.034,-0.334,-0.235,-0.198,0.801,0,0.199
"60819979010661_ereg_212",0.699,0.075,0.429,0.399,0.36,0.31,1,0,0
"60821151010661_ereg_212",-1.116,-1.142,-0.496,0.61,0.45,0.237,1,0,0
"61038457010478_ereg_232",-0.483,-0.574,0.728,-0.32,-0.459,0.032,0.885,0,0.115
"61039149010478_ereg_M221",0.901,0.018,0.38,0.155,-0.628,0.235,0.96,0,0.04
"61039441010478_ereg_M221",0.542,0.136,0.675,0.374,-0.598,0.3,0.982,0,0.018
"61041046010478_ereg_231",-0.537,-0.447,1.209,-0.51,-0.621,-0.162,0.644,0,0.356
"61042466010478_ereg_M221",-0.32,-1.017,1.144,-0.137,-0.645,-0.073,0.673,0,0.327
"61046142010478_ereg_232",0.132,0.126,0.03,-0.027,-0.057,-0.024,1,0,0
"61047026010478_ereg_231",-0.259,0.19,1.9,-1.243,-0.805,-0.858,0.275,0,0.725
"61047170010478_ereg_231",-0.047,-0.042,0.522,-0.194,-0.326,-0.002,1,0,0
"61048463010478_ereg_231",1.167,0.737,0.685,0.215,-0.372,0.129,0.949,0,0.051
"61048687010478_ereg_231",0.11,-0.202,0.972,0.033,-0.742,0.119,0.867,0,0.133
"61052399010478_ereg_231",-0.404,-0.3,0.204,-0.279,-0.07,-0.046,1,0,0
"61054261010478_ereg_231",0.27,-0.075,0.85,0.128,-0.576,0.049,0.919,0,0.081
"61056726010478_ereg_231",-0.655,-0.291,1.855,-1.018,-0.778,-0.576,0.362,0,0.638
"61056911010478_ereg_231",-0.379,-0.353,0.444,-0.819,-0.381,-1.184,0.186,0,0.814
"61057018010478_ereg_231",0.94,0.672,0.332,-0.019,-0.413,-0.035,1,0,0
"61063548010478_ereg_232",-0.081,-0.509,0.894,0.139,-0.5,0.294,0.921,0,0.079
"61064056010478_ereg_232",-0.162,-0.019,1.351,-1.45,-1.063,-1.266,0.019,0,0.981
"61065445010478_ereg_231",-0.597,-0.077,1.252,-0.464,-0.034,-0.58,0.569,0,0.431
"61065775010478_ereg_231",-0.484,-0.156,1.746,-1.291,-0.923,-0.919,0.183,0,0.817
"61068117010478_ereg_232",1.075,0.841,0.642,-0.196,-0.451,-0.147,1,0,0
"61070781010478_ereg_M221",0.107,0.042,0.678,-0.731,-1.033,-0.445,0.436,0,0.564
"61071290010478_ereg_231",-0.026,0.011,0.928,-0.675,-0.727,-0.206,0.799,0,0.201
"61072224010478_ereg_232",0,0,0,0,0,0,1,0,0
"61075176010478_ereg_231",0.672,0.234,0.671,0.474,-0.22,0.3,1,0,0
"61075620010478_ereg_231",-0.274,-0.322,-0.271,-0.407,-0.147,-0.04,1,0,0
"61075905010478_ereg_232",-0.178,-0.549,0.274,-1.073,-0.658,-0.581,0.457,0,0.543
"61076391010478_ereg_232",-0.106,-0.668,0.742,-1.656,-1.018,-1.077,0.043,0.006,0.952
"61078519010478_ereg_232",-0.218,0.131,1.754,-1.131,-0.704,-0.783,0.338,0,0.662
"61082672010478_ereg_231",0.179,-0.126,0.615,-0.419,-0.753,0.108,0.655,0,0.345
"61083383010478_ereg_232",-0.066,-0.039,1.307,-1.247,-0.797,-0.848,0.282,0,0.718
"61088182010478_ereg_232",-0.022,-0.051,-0.074,-0.084,-0.073,0.01,1,0,0
"61088619010478_ereg_232",1.01,0.555,0.607,-0.408,-0.516,-0.338,0.853,0,0.147
"61089276010478_ereg_232",-0.618,-0.104,2.198,-1.415,-0.861,-0.909,0.171,0,0.829
"61092813010478_ereg_232",-0.005,-0.199,0.639,-1.226,-0.677,-0.801,0.404,0,0.596
"61094981010478_ereg_232",-0.03,-0.138,0.146,-0.323,-0.196,-0.209,0.813,0,0.187
"61096293010478_ereg_232",-0.033,-0.466,0.923,-1.75,-1.016,-1.179,0.042,0,0.958
"61116024010478_ereg_231",0.54,0.299,0.631,-0.357,-0.732,-0.027,0.643,0,0.357
"61129956010478_ereg_232",0.074,0.049,0.568,-0.309,-0.481,-0.01,0.959,0.041,0
"61133693010478_ereg_232",-0.005,-0.023,0.024,-0.054,-0.033,-0.035,0.969,0,0.031
"61133855010478_ereg_232",-0.158,-0.204,0.207,-0.3,-0.208,-0.027,1,0,0
"61134417010478_ereg_231",-0.291,0.071,1.248,-0.634,-0.333,-0.614,0.542,0,0.458
"61136977010478_ereg_232",-0.135,-0.221,-0.008,-0.302,-0.303,0.047,1,0,0
"61137296010478_ereg_M221",-0.385,-0.215,0.233,0.372,-0.231,0.63,0.934,0,0.066
"61137443010478_ereg_M221",0.234,0.014,0.753,-0.836,-0.829,-0.659,0.514,0,0.486
"61139178010478_ereg_231",1.252,1.222,0.338,0.263,-0.6,0.621,0.975,0,0.025
"61143566010478_ereg_231",0.558,0.494,0.493,-0.288,-0.403,-0.238,0.792,0,0.208
"61144520010478_ereg_231",-0.695,-0.169,2.227,-1.432,-0.866,-0.912,0.156,0,0.844
"61146058010478_ereg_M221",-0.075,-1.081,1.726,-0.737,-0.793,-0.624,0.369,0,0.631
"61150104010478_ereg_231",-0.585,-0.243,2.086,-1.227,-0.894,-0.837,0.201,0,0.799
"61150267010478_ereg_231",-0.651,-0.156,2.255,-1.441,-0.844,-0.917,0.141,0,0.859
"61151458010478_ereg_232",-0.104,0.033,-0.018,-0.288,0.336,-0.342,1,0,0
"61151838010478_ereg_232",-0.045,-0.631,0.728,-1.583,-0.986,-1.03,0.093,0,0.907
"61152761010478_ereg_231",-0.569,-0.147,1.906,-1.224,-0.77,-0.752,0.298,0,0.702
"61153894010478_ereg_232",-0.354,-0.156,1.688,-1.422,-0.868,-0.946,0.168,0,0.832
"61154332010478_ereg_232",-0.148,-0.68,0.717,-1.589,-0.965,-1.028,0.081,0,0.919
"61158318010478_ereg_232",0.35,0.074,0.347,-0.393,-0.426,-0.151,0.901,0,0.099
"61161037010478_ereg_232",-0.701,-0.29,1.751,-1.074,-0.748,-0.541,0.437,0,0.563
"61161156010478_ereg_232",-0.08,-0.104,-0.106,-0.126,-0.055,-0.005,1,0,0
"61161991010478_ereg_231",-0.598,-0.242,1.51,-0.906,-0.692,-0.407,0.558,0,0.442
"61162868010478_ereg_232",0.045,-0.079,-0.11,-0.151,-0.145,0.006,1,0,0
"61164121010478_ereg_232",0.965,0.587,0.079,-0.177,-0.32,-0.23,0.918,0.082,0
"61164298010478_ereg_232",0.147,-0.026,0.997,-1.573,-0.833,-1.129,0.217,0.013,0.77
"61165593010478_ereg_231",0.188,0.211,0.505,-0.409,-0.277,-0.613,0.613,0,0.387
"61167504010478_ereg_232",-0.622,-0.536,0.496,-0.366,-0.475,0.179,1,0,0
"61168165010478_ereg_232",-0.156,0.082,1.764,-1.68,-0.882,-1.209,0.118,0,0.882
"61168981010478_ereg_231",0.4,0.289,0.79,-0.535,-0.888,-0.252,0.496,0,0.504
"61173556010478_ereg_232",-0.122,-0.45,0.359,-0.979,-0.604,-0.586,0.466,0,0.534
"61175029010478_ereg_232",-0.137,-0.595,0.891,-1.639,-1.004,-1.07,0.053,0,0.947
"61179081010478_ereg_232",-0.09,-0.5,0.543,-1.129,-0.712,-0.67,0.354,0,0.646
"61182957010478_ereg_231",-0.694,-0.172,2.205,-1.408,-0.854,-0.885,0.177,0,0.823
"61185477010478_ereg_231",-0.509,-0.345,1.472,-0.736,-0.658,-0.396,0.536,0,0.464
"61185673010478_ereg_232",0.056,-0.075,0.195,-0.397,-0.268,-0.263,0.78,0,0.22
"61185843010478_ereg_232",0.5,0.099,0.251,-0.526,-0.514,-0.305,0.791,0,0.209
"61187243010478_ereg_232",-0.496,-0.043,2.271,-1.459,-0.811,-1.021,0.108,0,0.892
"61187520010478_ereg_232",0.578,0.522,0.203,-0.236,-0.401,-0.142,0.813,0.187,0
"61198652010478_ereg_232",-0.665,-0.123,2.442,-1.648,-0.942,-1.118,0,0,1
"61199676010478_ereg_231",-0.545,-0.015,2.021,-1.337,-0.825,-0.784,0.184,0,0.816
"61204694010478_ereg_232",0.394,0.09,-0.003,-0.157,-0.219,-0.049,1,0,0
"61204844010478_ereg_232",-0.063,-0.216,1.087,-1.358,-0.69,-0.976,0.234,0,0.766
"61204927010478_ereg_M221",0.587,0.07,1.221,-0.158,-0.7,-0.284,0.622,0,0.378
"61208533010478_ereg_231",1.131,0.818,0.532,-0.641,-0.954,-0.223,0.941,0,0.059
"61213841010478_ereg_231",-0.697,-0.684,0.867,-0.197,-0.525,0.23,1,0,0
"61216513010478_ereg_232",0.03,-0.024,0.501,-0.205,-0.389,-0.028,0.94,0,0.06
"61217230010478_ereg_231",-0.698,-0.149,2.326,-1.499,-0.889,-0.97,0.111,0,0.889
"61218053010478_ereg_231",-0.61,-0.207,2.186,-1.413,-0.852,-0.951,0.129,0,0.871
"61223338010478_ereg_231",-0.253,0.062,2.078,-1.854,-0.966,-1.327,0.006,0,0.994
"61223587010478_ereg_231",-0.093,0.052,0.656,-0.717,-0.894,-0.563,0.396,0,0.604
"61225967010478_ereg_M221",1.335,0.64,0.137,0.266,-0.572,0.477,1,0,0
"61226038010478_ereg_232",-0.25,-0.234,0.597,-0.183,-0.454,0.124,1,0,0
"61229460010478_ereg_232",0.776,0.326,0.461,-0.315,-0.399,-0.247,0.891,0,0.109
"61229860010478_ereg_231",-0.075,0.201,0.529,-0.146,-0.303,-0.213,0.851,0,0.149
"61230445010478_ereg_231",-0.309,-0.595,1.311,-0.647,-0.326,-0.551,0.367,0,0.633
"61235581010478_ereg_231",-0.042,0.299,0.41,-0.247,-0.725,0.288,0.638,0,0.362
"61238626010478_ereg_232",0.013,-0.078,-0.116,-0.06,-0.036,-0.031,0.957,0.043,0
