"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"61242081010478_ereg_232",-0.171,-1.021,1.233,0.594,-0.627,0.266,0.965,0,0.035
"61242136010478_ereg_232",1.04,1.01,0.28,-0.175,-0.453,-0.197,1,0,0
"61244686010478_ereg_232",-0.153,-0.463,-0.239,-0.315,-0.268,-0.051,0.845,0.155,0
"61245925010478_ereg_231",0.646,0.066,0.787,0.164,-0.777,0.011,0.896,0,0.104
"61248552010478_ereg_231",0.108,0.212,0.764,-0.699,-0.463,-0.292,0.706,0,0.294
"61248743010478_ereg_231",0.945,0.608,0.657,-0.054,-0.432,0.052,0.903,0,0.097
"61251203010478_ereg_232",0.009,0.006,-0.005,-0.011,-0.012,-0.001,1,0,0
"61252243010478_ereg_232",-0.228,0.453,1.022,-1.175,-0.636,-1.228,0.022,0.221,0.757
"61253747010478_ereg_231",0.254,-0.126,1.357,-0.069,-0.625,-0.014,0.774,0,0.226
"61258618010478_ereg_232",0.243,0.293,0.013,-0.057,-0.097,-0.078,0.968,0.032,0
"61260486010478_ereg_231",0.98,0.902,0.457,0.311,-0.301,0.44,1,0,0
"61294369010478_ereg_231",0.559,0.673,0.175,-0.079,-0.46,0.109,0.947,0,0.053
"61294685010478_ereg_231",1.218,0.677,0.334,0.034,-0.537,0.153,1,0,0
"61295298010478_ereg_232",0.084,0.064,0.07,0.045,0.215,-0.106,0.993,0.007,0
"61297142010478_ereg_231",-0.203,-0.133,1.111,-0.594,-0.638,-0.271,0.665,0,0.335
"61297676010478_ereg_231",1.163,0.981,0.403,0.245,-0.399,0.379,1,0,0
"61297986010478_ereg_231",-0.3,-0.736,1.111,-0.683,-0.745,-0.506,0.461,0,0.539
"61298516010478_ereg_231",0.223,0.302,0.438,0.198,-0.038,0.405,0.992,0,0.008
"61299949010478_ereg_231",0.514,-0.071,0.735,0.303,-0.452,0.2,0.979,0,0.021
"61300722010478_ereg_231",1.079,0.73,0.432,0.275,-0.417,0.46,0.983,0,0.017
"61300970010478_ereg_231",-0.248,-0.056,1.064,-0.962,-0.881,-0.938,0.217,0,0.783
"61301208010478_ereg_231",-0.621,-0.137,2.069,-1.367,-0.834,-0.906,0.169,0,0.831
"61301549010478_ereg_231",-0.61,-0.081,2.339,-1.514,-0.896,-0.992,0.094,0,0.906
"61302089010478_ereg_232",-0.02,-0.031,-0.033,-0.032,-0.025,0.006,1,0,0
"61302385010478_ereg_232",0.025,0.083,0.754,-0.465,-0.409,-0.251,0.786,0,0.214
"61302541010478_ereg_231",-0.536,-0.368,1.763,-0.762,-0.524,-0.508,0.437,0,0.563
"61302810010478_ereg_231",-0.61,-0.062,2.105,-1.102,-0.802,-0.816,0.199,0,0.801
"61302935010478_ereg_231",-0.648,-0.108,2.314,-1.516,-0.885,-1.025,0.083,0,0.917
"61303120010478_ereg_231",1.173,0.51,0.413,0.013,-0.348,-0.051,1,0,0
"61303319010478_ereg_231",-0.62,-0.052,2.424,-1.583,-0.917,-1.079,0.042,0,0.958
"61303877010478_ereg_232",-0.232,-0.549,0.538,-1.077,-0.535,-0.81,0.321,0,0.679
"61305952010478_ereg_232",-0.102,0.037,1.62,-1.13,-0.747,-0.744,0.373,0,0.627
"61307173010478_ereg_232",-0.029,-0.281,0.41,0.118,-0.341,0.07,1,0,0
"61308651010478_ereg_232",0.346,0.485,1.334,-2.021,-0.999,-1.565,0,0.084,0.916
"61308747010478_ereg_232",-0.232,-0.056,1.142,-0.838,-0.519,-0.535,0.527,0.013,0.461
"61309428010478_ereg_232",-0.155,-0.329,0.779,-1.053,-0.708,-0.611,0.444,0,0.556
"61309559010478_ereg_232",0.7,0.262,0.214,-0.164,-0.32,-0.094,1,0,0
"61311007010478_ereg_231",0.755,0.281,0.938,0.011,-0.522,-0.002,0.813,0,0.187
"61311090010478_ereg_M221",-0.321,-1.334,1.944,-0.614,-0.752,-0.682,0.274,0,0.726
"61311176010478_ereg_231",1.2,1.048,0.458,0.048,-0.491,0.088,1,0,0
"61311398010478_ereg_M221",1.029,0.678,0.423,-0.308,-0.776,0.042,0.962,0,0.038
"61311587010478_ereg_232",-0.271,-0.661,0.712,0.14,-0.436,0.199,1,0,0
"61314079010478_ereg_231",0.201,0.226,0.893,-0.329,-0.47,-0.14,0.792,0,0.208
"61315114010478_ereg_231",-0.514,0.018,2.048,-1.348,-0.85,-0.866,0.193,0,0.807
"61315205010478_ereg_232",0.378,0.12,0.319,-0.343,-0.346,-0.09,0.843,0,0.157
"61315600010478_ereg_232",0.32,0.314,1.48,-2.017,-1.009,-1.502,0.067,0,0.933
"61316389010478_ereg_231",-0.051,0.043,0.396,-0.3,-0.021,-0.185,0.91,0,0.09
"61317218010478_ereg_231",-0.663,-0.141,2.223,-1.447,-0.866,-0.927,0.15,0,0.85
"61319622010478_ereg_231",0.831,0.49,0.903,-0.44,-0.747,-0.144,0.808,0,0.192
"61319732010478_ereg_M221",0.719,0.553,0.282,0.021,-0.808,0.545,1,0,0
"61320867010478_ereg_231",0.707,0.084,0.634,0.069,-0.651,0.208,1,0,0
"61321656010478_ereg_232",-0.623,-0.109,2.251,-1.53,-0.961,-1.108,0.011,0,0.989
"61322032010478_ereg_M221",0.069,0.363,0.321,-0.203,-0.617,-0.013,0.719,0,0.281
"61322133010478_ereg_M221",0.447,0.498,0.254,-0.11,-0.67,0.105,0.806,0,0.194
"61322297010478_ereg_M221",0.629,0.55,0.21,0.103,-0.609,0.668,0.934,0,0.066
"61322477010478_ereg_M221",1.058,0.993,0.256,0.289,-0.548,0.682,0.967,0,0.033
"61322941010478_ereg_232",-0.352,-0.205,0.404,-0.005,-0.214,0.144,1,0,0
"61323369010478_ereg_232",-0.581,-0.054,2.413,-1.7,-0.95,-1.171,0,0,1
"61325652010478_ereg_231",1.137,1.064,0.312,0.315,-0.587,0.73,1,0,0
"61325956010478_ereg_232",-0.022,0.09,1.06,-0.659,-0.582,-0.279,0.626,0,0.374
"61327057010478_ereg_232",0.594,0.29,0.167,-0.089,-0.202,-0.092,1,0,0
"61327344010478_ereg_232",-0.25,-0.186,-0.09,-0.172,-0.164,0.027,0.988,0,0.012
"61328820010478_ereg_232",-0.147,-0.727,1.038,0.195,-0.517,0.078,0.887,0.007,0.106
"61328938010478_ereg_232",-0.041,-0.426,0.788,-1.444,-0.92,-0.927,0.191,0,0.809
"61329048010478_ereg_232",-0.054,-0.099,-0.123,-0.13,-0.108,0.02,1,0,0
"61329380010478_ereg_232",-0.155,-0.713,0.752,-1.667,-1.012,-1.078,0.036,0,0.964
"61330031010478_ereg_232",-0.216,0.133,1.963,-1.155,-0.773,-0.731,0.277,0,0.723
"61330498010478_ereg_232",-0.121,0.015,-0.019,-0.273,0.341,-0.332,1,0,0
"61330751010478_ereg_232",0.479,0.149,0.114,-0.191,-0.222,-0.106,1,0,0
"61331441010478_ereg_232",0.726,0.651,0.392,-0.546,-0.582,-0.412,0.771,0,0.229
"61331532010478_ereg_232",0.084,0.274,1.718,-1.659,-0.913,-1.207,0.164,0,0.836
"61332184010478_ereg_232",-0.114,-0.23,-0.068,-0.342,-0.233,-0.095,0.889,0,0.111
"61333405010478_ereg_231",-0.457,-0.07,1.863,-1.246,-0.852,-0.92,0.182,0,0.818
"61333774010478_ereg_M221",0.801,0.498,0.183,0.379,-0.237,0.288,1,0,0
"61333847010478_ereg_M221",0.035,-1.089,1.845,-0.474,-0.696,-0.589,0.38,0,0.62
"61333917010478_ereg_M221",0.108,0.269,-0.078,-0.598,-0.957,0.116,0.886,0,0.114
"61334435010478_ereg_M221",-0.201,-0.143,0.158,-0.399,-0.604,-0.006,0.772,0,0.228
"61334742010478_ereg_231",1.113,1.004,0.401,-0.051,-0.493,-0.035,1,0,0
"61334827010478_ereg_231",0.763,0.679,0.432,0.07,-0.4,0.405,1,0,0
"61335060010478_ereg_231",0.813,0.668,0.288,0.405,-0.564,0.813,1,0,0
"61335273010478_ereg_231",0.52,-0.316,0.584,0.365,-0.48,0.272,1,0,0
"61335610010478_ereg_231",-0.236,-1.163,1.319,0.519,-0.709,0.341,1,0,0
"61336124010478_ereg_232",0.246,0.2,1.519,-2.123,-1.05,-1.567,0,0,1
"61337075010478_ereg_232",-0.108,-0.494,0.521,-1.155,-0.702,-0.747,0.332,0,0.668
"61337579010478_ereg_231",-0.8,-0.151,1.563,-0.648,-0.595,-0.57,0.433,0,0.567
"61338488010478_ereg_232",0.148,0.003,0.265,-0.14,-0.187,-0.05,1,0,0
"61340104010478_ereg_232",-0.276,-0.161,0.387,-0.146,-0.181,-0.002,1,0,0
"61340402010478_ereg_M221",0.439,-0.067,0.963,-0.322,-0.754,-0.009,0.659,0,0.341
"61340484010478_ereg_231",-0.214,-0.331,0.274,0.12,-0.099,0.212,0.814,0,0.186
"61340603010478_ereg_231",0.238,0.096,0.79,-0.87,-1.016,-0.575,0.505,0,0.495
"61341107010478_ereg_232",-0.456,-0.24,0.193,0.842,0.07,0.089,1,0,0
"61341805010478_ereg_231",0.261,-0.221,1.17,0.079,-0.549,0.196,0.783,0,0.217
"61342350010478_ereg_232",-0.461,-0.053,-0.177,-0.064,-0.095,-0.162,0.884,0.116,0
"61342717010478_ereg_232",-0.155,-0.427,0.68,-1.258,-0.794,-0.752,0.325,0,0.675
"61342807010478_ereg_231",-0.543,-0.578,1.794,-0.633,-0.792,-0.348,0.54,0,0.46
"61343031010478_ereg_231",0.422,-0.14,0.766,0.207,-0.514,0.225,0.904,0,0.096
"61343450010478_ereg_231",-0.352,-0.063,1.471,-0.931,-0.666,-0.579,0.435,0,0.565
"61345494010478_ereg_232",0.126,0.293,0.713,-0.206,-0.438,0.307,0.885,0,0.115
"61345593010478_ereg_232",-0.175,-0.489,0.872,0.047,-0.528,0.26,0.987,0,0.013
"61345979010478_ereg_232",-0.883,-0.024,0.843,-0.367,-0.378,-0.312,0.699,0,0.301
"61346215010478_ereg_232",-0.089,-0.477,0.576,-1.286,-0.817,-0.78,0.305,0,0.695
"61347008010478_ereg_232",0.297,0.127,0.026,-0.135,-0.048,-0.088,1,0,0
"61347911010478_ereg_M221",1.282,0.72,0.468,-0.052,-0.609,0.15,0.99,0,0.01
"61348066010478_ereg_231",0.499,-0.24,1.075,0.407,-0.793,0.229,1,0,0
"61348328010478_ereg_231",1.184,1.076,0.334,0.181,-0.687,0.639,0.951,0,0.049
"61349955010478_ereg_232",-0.403,-0.299,0.37,-0.32,-0.276,0.039,1,0,0
"61350110010478_ereg_232",0.29,0.623,1.362,-0.703,-0.694,-0.387,0.571,0,0.429
"61350196010478_ereg_232",0.165,0.255,0.478,-0.066,-0.392,0.048,1,0,0
"61352097010478_ereg_232",-0.144,-0.465,0.115,-0.839,-0.527,-0.436,0.578,0.025,0.397
"61353711010478_ereg_231",-0.245,-0.078,0.521,-0.038,-0.186,0.307,1,0,0
"61354889010478_ereg_232",-0.478,-0.097,1.57,-1.229,-0.779,-0.782,0.269,0.054,0.677
"61355070010478_ereg_232",0.095,-0.147,1.245,-1.977,-1.05,-1.401,0,0,1
"61356381010478_ereg_232",0.789,0.709,0.527,-0.091,-0.574,-0.178,0.925,0,0.075
"61356830010478_ereg_232",0.333,0.485,1.058,-0.636,-0.586,-0.417,0.683,0,0.317
"61356903010478_ereg_232",-0.078,0.241,1.551,-0.97,-0.623,-0.679,0.446,0,0.554
"61357089010478_ereg_231",0.92,0.845,0.112,-0.221,-0.394,-0.375,0.888,0,0.112
"61357655010478_ereg_232",-0.187,0.054,0.343,-0.265,-0.385,-0.02,0.896,0.104,0
"61359760010478_ereg_231",-0.646,-0.076,2.486,-1.604,-0.924,-1.09,0.019,0,0.981
"61361318010478_ereg_232",-0.055,0.147,0.837,-0.43,-0.519,-0.122,0.827,0,0.173
"61361968010478_ereg_231",0.075,0.129,0.35,0.003,-0.158,-0.035,1,0,0
"61362545010478_ereg_232",0.433,0.251,0.669,0.015,-0.196,-0.148,0.894,0,0.106
"61363782010478_ereg_232",0.103,-0.083,-0.133,-0.196,-0.196,-0.001,0.998,0.002,0
"61363934010478_ereg_232",-0.139,-0.638,0.673,-1.492,-0.906,-0.965,0.137,0,0.863
"61365698010478_ereg_231",-0.661,-0.106,2.376,-1.559,-0.927,-1.06,0.046,0,0.954
"61367738010478_ereg_232",-0.067,-0.259,0.311,-0.628,-0.38,-0.407,0.636,0,0.364
"61367862010478_ereg_232",0.39,0.267,0.859,-0.618,-0.574,-0.448,0.678,0,0.322
"61367935010478_ereg_232",0.467,0.346,0.263,-0.394,-0.385,-0.29,0.822,0,0.178
"61368939010478_ereg_232",0.122,-0.172,0.444,0.046,-0.322,0.19,0.983,0.017,0
"61369224010478_ereg_231",0.167,0.147,0.489,-0.125,-0.202,0.026,1,0,0
"61369655010478_ereg_232",-0.514,-0.255,2.002,-1.661,-0.963,-1.113,0.016,0,0.984
"61369762010478_ereg_232",-0.306,-0.355,0.749,-0.284,-0.396,-0.086,0.831,0,0.169
"61369927010478_ereg_232",-0.006,-0.01,-0.01,-0.01,-0.007,0.002,1,0,0
"61370175010478_ereg_232",-0.376,-0.165,1.269,-1.14,-1.14,-1.118,0,0,1
"61370676010478_ereg_231",0.941,0.756,0.424,0.368,-0.545,0.618,1,0,0
"61372427010478_ereg_232",-0.144,-0.074,0.326,-0.318,-0.194,-0.163,0.844,0.001,0.155
"61373547010478_ereg_232",-0.036,-0.158,0.161,-0.366,-0.223,-0.235,0.79,0,0.21
"61374381010478_ereg_M221",0.766,0.852,0.062,-0.041,-0.76,0.599,1,0,0
"61374457010478_ereg_M221",0.949,0.586,0.409,-0.236,-0.463,-0.256,0.898,0,0.102
"61375608010478_ereg_M221",-0.172,-0.976,1.524,-0.491,-0.654,-0.253,0.419,0,0.581
"61375713010478_ereg_231",0.239,0.065,0.478,-0.135,-0.684,0.129,0.878,0,0.122
"61375966010478_ereg_M221",1.153,0.998,0.383,0.226,-0.465,0.468,1,0,0
"61376069010478_ereg_M221",0.968,0.81,0.223,0.328,-0.542,0.914,1,0,0
"61376145010478_ereg_M221",-0.33,-0.269,1.147,-0.878,-0.818,-0.664,0.275,0,0.725
"61376248010478_ereg_231",0.23,-0.181,0.841,-0.071,-0.623,0.024,0.731,0,0.269
"61376831010478_ereg_232",-0.272,0.067,1.559,-1.071,-0.718,-0.734,0.381,0,0.619
"61377632010478_ereg_231",0.43,-0.095,1.261,-0.183,-0.655,-0.181,0.712,0,0.288
"61377697010478_ereg_231",-0.09,-0.077,1.487,-0.784,-0.776,-0.557,0.408,0,0.592
"61378148010478_ereg_231",0.894,0.856,0.295,0.388,-0.567,0.771,1,0,0
"61378687010478_ereg_232",-0.319,0.032,1.003,-0.363,-0.093,-0.432,0.698,0,0.302
"61378759010478_ereg_231",0.558,0.542,0.422,-0.209,-0.488,-0.008,0.974,0,0.026
"61378990010478_ereg_231",-0.465,-0.584,1.755,-0.538,-0.76,-0.33,0.559,0,0.441
"61379163010478_ereg_231",0.576,0.165,0.624,0.135,-0.546,0.039,1,0,0
"61379250010478_ereg_231",-0.83,-0.05,1.175,-0.895,-0.714,-0.25,0.405,0,0.595
"61380527010478_ereg_232",0.2,0.419,1.121,-0.569,-0.519,-0.431,0.689,0,0.311
"61384441010478_ereg_231",1.072,1.052,0.499,0.215,-0.603,0.623,0.917,0,0.083
"61385181010478_ereg_232",0.166,-0.105,0.504,-0.772,-0.658,-0.396,0.66,0,0.34
"61385590010478_ereg_232",0.12,-0.033,0.95,-0.386,0.469,-0.622,0.597,0,0.403
"61385636010478_ereg_232",0.593,0.601,0.413,-0.235,-0.458,-0.09,0.999,0,0.001
"61386724010478_ereg_232",-0.094,-0.324,1.278,-1.853,-1.034,-1.273,0,0,1
"61388385010478_ereg_232",0.256,0.04,0.405,-0.129,-0.355,0.011,1,0,0
"61388469010478_ereg_232",0.359,0.075,0.073,-0.203,-0.25,-0.073,0.975,0,0.025
"61388684010478_ereg_232",0.327,-0.148,0.703,-1.231,-0.794,-0.851,0.358,0,0.642
"61389128010478_ereg_M221",0.281,-0.516,1.112,0.466,-0.716,0.318,1,0,0
"61390219010478_ereg_232",0.034,0.932,0.988,-1.266,-0.763,-1.136,0.019,0.358,0.623
"61390865010478_ereg_231",-0.545,-0.027,2.203,-1.428,-0.861,-0.949,0.154,0,0.846
"61391497010478_ereg_231",0.229,0.425,1.309,-0.917,-0.831,-0.486,0.405,0,0.595
"61391994010478_ereg_231",0.097,0.009,0.111,-0.298,0.028,-0.236,1,0,0
"61392514010478_ereg_232",0.949,0.531,0.343,-0.093,-0.414,-0.127,1,0,0
"61392912010478_ereg_231",-0.281,-0.525,0.193,-0.149,-0.318,0.09,1,0,0
"61393303010478_ereg_232",-0.362,-0.169,0.34,-0.043,-0.059,0.042,1,0,0
"61393676010478_ereg_231",-0.201,-0.035,1.171,-0.679,-0.694,-0.46,0.558,0,0.442
"61393835010478_ereg_M221",-0.137,-0.887,1.496,-0.691,-0.797,-0.668,0.32,0,0.68
"61393960010478_ereg_232",-0.688,-0.094,2.52,-1.644,-0.937,-1.118,0,0,1
"61394000010478_ereg_231",-0.488,-0.048,2.148,-1.432,-0.836,-1.003,0.156,0,0.844
"61394902010478_ereg_231",-0.12,0.125,-0.36,0.685,0.447,0.39,1,0,0
"61395315010478_ereg_231",-0.075,0.032,0.226,-0.002,-0.051,-0.044,1,0,0
"61395981010478_ereg_231",-0.151,0.096,1.087,-0.704,-0.448,-0.484,0.591,0,0.409
"61397389010478_ereg_232",0.561,0.729,0.867,-0.572,-0.572,-0.431,0.742,0,0.258
"61398694010478_ereg_M221",0.667,0.324,0.623,-0.815,-1.104,-0.433,0.662,0,0.338
"61398775010478_ereg_M221",0.172,-0.157,0.859,-0.868,-1.02,-0.628,0.444,0,0.556
"61399225010478_ereg_232",0.607,0.156,0.755,0.297,-0.478,0.281,1,0,0
"61399783010478_ereg_231",1.193,1.084,0.376,-0.296,-0.776,-0.197,0.973,0,0.027
"61400089010478_ereg_232",0.841,0.782,0.466,-0.347,-0.533,-0.33,0.836,0,0.164
"61400290010478_ereg_232",-0.241,-0.24,-0.044,-0.249,-0.199,0.038,1,0,0
"61400631010478_ereg_232",-0.48,-0.019,2.037,-1.279,-0.814,-0.816,0.266,0,0.734
"61403971010478_ereg_232",-0.252,-0.122,0.82,-0.62,-0.563,-0.195,0.812,0,0.188
"61404732010478_ereg_232",0.909,0.24,0.331,-0.36,-0.311,-0.345,0.839,0,0.161
"61405204010478_ereg_232",-0.089,-0.274,0.081,-0.198,-0.251,-0.032,0.923,0,0.077
"61405301010478_ereg_232",-0.027,-0.016,-0.011,-0.065,0.043,-0.046,1,0,0
"61405396010478_ereg_232",-0.236,0.057,1.487,-1.082,-0.893,-0.858,0.251,0,0.749
"61407682010478_ereg_M221",0.076,-0.204,0.415,-0.702,-0.862,-0.347,0.674,0,0.326
"61408140010478_ereg_231",-0.529,-0.197,1.974,-1.134,-0.842,-0.725,0.284,0,0.716
"61408261010478_ereg_231",0.811,0.409,0.829,-0.1,-0.513,0.044,0.818,0,0.182
"61409598010478_ereg_232",0.722,0.476,0.74,-0.273,-0.474,-0.193,0.797,0.003,0.199
"61409877010478_ereg_M221",-0.098,-1.232,2.048,-0.834,-0.885,-0.779,0.257,0,0.743
"61409938010478_ereg_231",0.788,0.755,0.813,-0.654,-0.756,-0.239,0.591,0,0.409
"61416524010478_ereg_232",-0.005,-0.175,0.043,-0.301,-0.171,-0.218,0.792,0.045,0.163
"61417550010478_ereg_232",-0.642,-0.168,2.279,-1.618,-0.921,-1.135,0,0,1
"61417749010478_ereg_231",-0.591,-0.138,2.028,-1.337,-0.851,-0.925,0.159,0,0.841
"61418165010478_ereg_231",0.626,0.333,0.677,0.035,-0.672,0.145,0.889,0,0.111
"61418926010478_ereg_231",0.443,0.286,0.305,-0.032,-0.616,0.202,0.995,0,0.005
"61419004010478_ereg_232",-0.013,-0.347,0.972,-1.758,-0.982,-1.189,0.084,0,0.916
"61419122010478_ereg_232",0.381,0.318,0.701,-0.753,-0.64,-0.492,0.638,0,0.362
"61419273010478_ereg_232",0,0,0,0,0,0,1,0,0
"61419568010478_ereg_232",-0.128,-0.566,0.574,-1.308,-0.796,-0.837,0.25,0,0.75
"61421071010478_ereg_232",0.186,0.865,0.461,-0.68,-0.522,-0.615,0.469,0.289,0.242
"61421546010478_ereg_232",0.104,0.018,0.083,-0.156,-0.168,-0.036,0.97,0,0.03
"61422320010478_ereg_232",0.102,-0.19,1.172,-1.905,-1.034,-1.34,0.026,0,0.974
"61422538010478_ereg_232",-0.522,-0.063,2.183,-1.542,-0.882,-1.04,0.103,0,0.897
"61422812010478_ereg_232",-0.4,-0.194,1.062,-0.777,-0.548,-0.367,0.629,0,0.371
"61424117010478_ereg_232",-0.396,-0.024,1.748,-1.136,-0.84,-0.779,0.298,0,0.702
"61424231010478_ereg_232",0.405,0.482,0.73,-0.3,-0.484,-0.103,0.961,0,0.039
"61425021010478_ereg_231",-0.01,0.078,0.949,-0.323,-0.478,-0.11,0.763,0,0.237
"61425720010478_ereg_232",-0.29,0.051,1.783,-1.193,-0.738,-0.822,0.286,0.021,0.693
"61426009010478_ereg_232",-0.177,-0.32,0.572,-0.789,-0.473,-0.523,0.506,0.054,0.44
"61426219010478_ereg_232",0.557,0.84,0.043,-1.009,-0.711,-0.925,0.248,0.31,0.441
"61426467010478_ereg_231",0.39,0.653,0.94,-0.554,-0.69,-0.309,0.754,0,0.246
"61426870010478_ereg_232",-0.046,-0.111,-0.03,-0.172,-0.118,-0.052,0.942,0.001,0.057
"61427283010478_ereg_232",0.003,-0.36,0.944,-1.731,-0.984,-1.171,0.085,0,0.915
"61427340010478_ereg_232",-0.003,-0.014,0.015,-0.034,-0.02,-0.022,0.981,0,0.019
"61428236010478_ereg_231",0.274,0.267,1.548,-2.106,-1.037,-1.562,0.021,0,0.979
"61428291010478_ereg_232",-0.008,0.256,1.491,-0.834,-0.566,-0.617,0.462,0,0.538
"61428585010478_ereg_231",-0.631,-0.563,0.425,0.514,-0.227,0.185,1,0,0
"61428650010478_ereg_231",1.112,0.974,0.513,0.04,-0.606,0.132,1,0,0
"61428798010478_ereg_231",-0.155,0.043,-0.021,-0.321,0.488,-0.433,1,0,0
"61431247010478_ereg_232",-0.003,-0.005,-0.005,-0.005,-0.004,0.001,1,0,0
"61431897010478_ereg_232",0,0,0,0,0,0,1,0,0
"61433563010478_ereg_232",0.277,-0.042,0.153,-0.411,-0.463,-0.087,0.933,0,0.067
"61434493010478_ereg_231",-0.516,-0.001,2.2,-1.444,-0.884,-0.988,0.127,0,0.873
"61435800010478_ereg_232",-0.124,-0.047,0.368,-0.301,-0.181,-0.173,0.84,0,0.16
"61436291010478_ereg_232",0.909,0.804,0.753,-0.381,-0.536,-0.397,0.785,0,0.215
"61436782010478_ereg_231",1.029,0.768,0.428,0.184,-0.524,0.518,0.904,0,0.096
"61438458010478_ereg_232",-0.231,-0.577,0.99,-1.574,-0.946,-1.026,0.082,0,0.918
"61439616010478_ereg_231",0.86,0.38,0.248,0.192,-0.246,0.341,1,0,0
"61442283010478_ereg_231",0.252,0.346,0.911,-0.626,-0.733,-0.239,0.792,0,0.208
"61442961010478_ereg_232",-0.164,-0.734,0.755,-1.703,-1.036,-1.094,0.02,0,0.98
"61443608010478_ereg_M221",0.403,0.15,0.874,-0.458,-0.608,-0.423,0.664,0,0.336
"61443959010478_ereg_M221",-0.048,-1.069,1.927,-0.58,-0.798,-0.548,0.313,0,0.687
"61444144010478_ereg_M221",0.665,0.384,0.49,-0.335,-0.659,-0.088,0.864,0,0.136
"61444804010478_ereg_231",0.603,0.237,0.68,0.087,-0.741,0.061,0.929,0,0.071
"61445541010478_ereg_231",-0.661,-0.118,2.319,-1.531,-0.895,-1.005,0.087,0,0.913
"61456268010478_ereg_232",0.355,-0.048,0.813,0.134,-0.474,0.105,0.905,0,0.095
"61506316010478_ereg_232",0.343,0.017,-0.09,-0.292,-0.344,-0.03,1,0,0
"61519494010478_ereg_M221",0.478,0.112,0.626,-0.435,-0.847,0.139,0.747,0,0.253
"61521629010478_ereg_232",0.004,-0.008,-0.014,-0.03,-0.007,-0.012,1,0,0
"61541064010478_ereg_231",-0.642,-0.721,1.393,-0.728,-0.76,-0.371,0.544,0,0.456
"61557618010478_ereg_231",-0.268,-0.183,1.131,-0.51,-0.654,-0.192,0.708,0,0.292
"61558872010478_ereg_231",0.319,0.622,0.339,0.031,-0.108,0.054,0.99,0,0.01
"61558945010478_ereg_231",1.002,0.749,0.491,0.168,-0.388,0.149,1,0,0
"61565963010478_ereg_231",-0.434,0.017,1.98,-1.31,-0.811,-0.903,0.217,0,0.783
"61572669010478_ereg_M221",0.361,0.239,0.554,-0.379,-0.57,-0.26,0.695,0,0.305
"61574668010478_ereg_232",0.051,0.134,0.577,-0.281,-0.451,0.025,1,0,0
"61576517010478_ereg_231",-0.497,-0.068,1.841,-1.171,-0.774,-0.712,0.343,0,0.657
"61576585010478_ereg_231",0.169,-0.151,0.679,-0.816,-0.919,-0.364,0.54,0,0.46
"61581255010478_ereg_232",0.024,0.264,0.884,-0.596,-0.586,-0.408,0.595,0,0.405
"61587368010478_ereg_231",-0.01,0.27,1.426,-0.902,-0.653,-0.634,0.496,0,0.504
"61587465010478_ereg_231",-0.686,-0.13,2.373,-1.544,-0.892,-1.035,0.067,0,0.933
"61588587010478_ereg_232",-0.028,-0.216,0.218,0.098,-0.131,0.061,1,0,0
"61589629010478_ereg_232",0.04,-0.295,1.05,-1.776,-1.012,-1.222,0.057,0,0.943
"61602560010478_ereg_232",1.153,2.363,-0.842,-0.532,-0.441,-0.975,0.24,0.76,0
"61602679010478_ereg_232",-0.183,-0.202,0.002,-0.315,-0.223,-0.043,0.926,0,0.074
"61603634010478_ereg_M221",1.022,0.868,0.305,-0.148,-0.812,0.308,0.922,0,0.078
"61607900010478_ereg_231",-0.282,-0.073,0.023,-0.267,0.467,-0.43,1,0,0
"61611263010478_ereg_232",-0.044,0.039,0.485,-0.194,-0.313,0.031,1,0,0
"61611510010478_ereg_231",-0.558,-0.154,0.121,0.865,0.265,-0.016,1,0,0
"61612310010478_ereg_M221",0.69,0.304,0.71,-0.072,-0.688,0.325,0.742,0,0.258
"61614889010478_ereg_231",-0.243,-0.176,0.662,-0.015,-0.245,0.112,0.971,0,0.029
"61616626010478_ereg_232",0.351,0.02,0.395,-0.241,-0.415,-0.013,1,0,0
"61617043010478_ereg_231",0.289,0.046,0.534,-0.164,-0.476,0.142,1,0,0
"61617655010478_ereg_231",1.086,0.987,0.332,0.11,-0.616,0.468,0.928,0,0.072
"61618049010478_ereg_232",-0.223,-0.002,1.152,-0.864,-0.767,-0.727,0.355,0,0.645
"61619836010478_ereg_M221",0.623,0.576,0.257,0,-0.733,0.5,0.944,0,0.056
"61620158010478_ereg_M221",-0.225,-0.75,0.871,-0.208,-0.75,-0.031,0.722,0,0.278
"61620371010478_ereg_M221",0.114,-0.938,1.861,-0.555,-0.702,-0.606,0.366,0,0.634
"61620445010478_ereg_M221",0.353,-0.409,1.529,-0.269,-0.688,-0.151,0.472,0,0.528
"61621983010478_ereg_232",-0.106,-0.634,0.754,-1.599,-0.983,-1.042,0.08,0,0.92
"61623814010478_ereg_232",0.546,0.166,0.157,-0.162,-0.34,-0.056,1,0,0
"61628575010478_ereg_232",-0.549,-0.067,2.078,-1.333,-0.833,-0.848,0.229,0,0.771
"61630042010478_ereg_232",-0.017,0.878,1.256,-1.251,-0.758,-1.096,0.06,0.304,0.636
"61631224010478_ereg_232",-0.111,-0.237,0.249,0.018,-0.12,0.035,1,0,0
"61631920010478_ereg_232",0.623,0.262,0.141,-0.171,-0.302,-0.086,1,0,0
