"temp","prec","therm","deficit","moisture"
"53113817010538_ereg_211",-9.88,1073.527,793.654,1017.348,-0.216
"53113933010538_ereg_211",-8.735,1090.613,789.588,1055.515,-0.209
"53114115010538_ereg_211",-9.965,1123.538,789.208,1045.45,-0.368
"53114528010538_ereg_211",-11.115,977.758,515.096,1165.235,-0.078
"53114934010538_ereg_211",-12.002,979.529,462.585,1198.535,-0.046
"53115090010538_ereg_M211",-7.445,1018.628,991.414,649.353,0.349
"53115338010538_ereg_211",-10.59,998.356,546.194,1196.254,0.118
"53115750010538_ereg_211",-11.967,992.607,731.192,926.272,-0.075
"53693997010538_ereg_221",-4.285,1006.623,817.752,1356.621,-0.271
"53694118010538_ereg_221",-0.258,1061.434,1234.363,664.062,-0.393
"53694995010538_ereg_221",0.87,1031.787,897.202,1337.92,-0.129
"53695114010538_ereg_211",0.665,1114.287,1125.357,933.927,0.258
"53695236010538_ereg_211",-0.637,1170.51,1261.268,673.423,-0.226
"53695701010538_ereg_211",-2.363,986.694,1191.402,938.031,0.171
"53696886010538_ereg_222",4.242,886.781,738.827,1802.898,0.398
"53697549010538_ereg_222",2.793,835.063,1153.902,1001.679,0.411
"53697696010538_ereg_211",2.815,863.731,1192.964,1090.122,0.093
"53698549010538_ereg_211",3.427,899.126,1263.192,1009.091,0.209
"53698665010538_ereg_211",0.697,885.407,1153.447,1002.253,0.159
"53699165010538_ereg_221",4.06,1267.832,967.753,1916.833,0.696
"53699320010538_ereg_221",2.2,1149.442,1589.371,342.271,0.194
"53699355010538_ereg_221",3.195,1235.989,1430.05,1140.934,0.043
"53699439010538_ereg_221",3.003,1186.43,1391.513,1143.968,-0.481
"53699527010538_ereg_221",2.86,1196.899,1582.774,301.26,0.325
"53699643010538_ereg_221",3.835,1208.744,1660.583,747.962,-0.001
"53699865010538_ereg_211",1.015,1265.917,1389.408,686.411,-0.091
"53700212010538_ereg_211",-0.143,1141.568,1430.634,736.32,0.274
"53700385010538_ereg_211",1.988,1114.277,1506.675,742.601,0.231
"53700592010538_ereg_211",0.705,1240.599,1483.844,789.039,0
"53700747010538_ereg_221",2.558,1215.32,1215.066,1151.514,-0.469
"53701306010538_ereg_211",1.168,1249.223,1333.808,713.673,-0.161
"53701446010538_ereg_211",-3.12,962.194,911.926,1213.26,0
"53702237010538_ereg_222",4.117,919.595,1157.693,664.573,0.119
"53702332010538_ereg_222",2.252,977.488,1565.666,780.655,0.286
"53702830010538_ereg_221",3.865,1209.204,1087.317,1358.919,-0.287
"53703159010538_ereg_211",-1.898,1439.127,1219.872,612.476,0.619
"53703246010538_ereg_211",2.047,1246.716,1476.736,759.014,0.197
"53703505010538_ereg_211",2.747,1344.438,1499.919,754.58,0.239
"53703744010538_ereg_221",3.043,1255.731,1183.436,1125.952,0.517
"53703936010538_ereg_211",0.35,1419.58,1306.263,665.507,0.123
"53704395010538_ereg_211",-2.012,1585.258,1132.465,641.43,0.463
"53704530010538_ereg_211",-2.365,1502.852,1075.463,632.288,-0.539
"53704655010538_ereg_211",1.523,1210.243,1391.283,677.46,0.487
"53704866010538_ereg_M211",-2.095,1087.404,1257.537,717.282,0.023
"53705382010538_ereg_M211",-0.203,1190.806,1239.336,680.482,-0.262
"53705773010538_ereg_M211",-3.127,1239.157,1407.1,349.149,0.333
"53705907010538_ereg_M211",-0.24,1186.91,1258.887,690.628,-0.19
"53706011010538_ereg_M211",-2.09,1104.053,1201.189,699.446,-0.63
"53706150010538_ereg_M211",-2.84,1098.367,949.037,1040.32,-0.482
"53706275010538_ereg_M211",0.617,1221.246,1329.297,696.233,0.273
"53706526010538_ereg_M211",-5.45,1213.014,1444.902,310.31,-0.419
"53706798010538_ereg_M211",-0.978,1285.657,1149.26,657.108,-0.397
"53707234010538_ereg_M211",1.705,1071.798,1482.56,720.973,0.253
"53707519010538_ereg_221",-0.162,1000.34,1369.131,732.382,0
"53708055010538_ereg_221",0.91,1032.037,532.967,1813.394,0.143
"53708118010538_ereg_M211",-5.225,1116.034,1267.018,713.826,-0.042
"53709355010538_ereg_211",-1.988,1063.588,1002.549,1065.975,0
"53709685010538_ereg_222",2.73,851.536,894.879,1466.739,0.138
"53710047010538_ereg_M211",-5.968,1366.73,1351.569,299.606,-0.031
"53710289010538_ereg_M211",-4.668,1319.405,1259.802,609.727,-0.101
"53710388010538_ereg_M211",-5.8,1318.805,1204.266,605.505,0.208
"53711050010538_ereg_M211",-7.782,1195.212,1153.947,659.034,-0.079
"53711145010538_ereg_M211",-6.56,1261.685,1041.831,619.713,-0.051
"53711290010538_ereg_M211",-5.863,1251.102,1238.516,634.866,-0.592
"53711360010538_ereg_M211",-1.65,1470.346,1135.34,617.054,-0.081
"53711604010538_ereg_M211",-4.477,1396.238,1134.788,635.063,-0.194
"53711723010538_ereg_M211",-5.865,1275.868,1214.15,661.782,-0.117
"53711985010538_ereg_211",-5.838,1148.387,1586.334,345.006,0.005
"53712070010538_ereg_M211",-7.155,1301.96,1272.176,642.495,0.187
"53712406010538_ereg_M211",-5.143,1439.896,1024.74,599.046,0.223
"53712655010538_ereg_M211",-5.715,1335.129,1236.633,648.479,-0.185
"53712963010538_ereg_M211",-5.777,1311.493,1135.083,630.338,0.071
"53713038010538_ereg_M211",-5.855,1296.088,1316.893,644.416,-0.161
"53713127010538_ereg_M211",-4.295,1340.569,1297.154,648.003,0.176
"53713213010538_ereg_M211",-1.357,1295.685,1365.235,648.909,0
"53713324010538_ereg_M211",-0.492,1360.767,1255.626,631.269,-0.378
"53713449010538_ereg_M211",-0.713,1343.504,1303.838,647.049,0.234
"53713551010538_ereg_M211",-1.97,1238.254,1085.165,630.72,0.28
"53714135010538_ereg_211",-4.918,970.357,458.086,1133.303,-0.047
"53714260010538_ereg_211",-4.113,1040.237,1015.018,1042.558,0.153
"53714445010538_ereg_211",-4.018,1014.398,718.197,1473.857,0.269
"53715270010538_ereg_211",-6.838,993.556,518.212,1470.093,-0.474
"53715636010538_ereg_M211",-5.24,1091.169,1249.243,692.702,0.315
"53715698010538_ereg_211",-2.598,1073.306,729.012,1238.991,0.198
"53715934010538_ereg_211",-6.468,1041.64,1022.51,1183.719,0.538
"53716077010538_ereg_M211",-4.3,1090.673,1271.496,675.975,-0.499
"53716317010538_ereg_211",-7.465,1375.95,1211.483,683.711,0.577
"53716393010538_ereg_211",-5.223,1043.413,973.469,987.948,0.609
"53716509010538_ereg_211",-4.683,1432.045,1199.089,653.397,-0.438
"53716814010538_ereg_211",-7.98,1448.106,1119.415,666.218,0.462
"53717018010538_ereg_M211",-3.492,1246.754,1192.538,655.494,-0.27
"53717447010538_ereg_M211",-1.957,1169.519,1209.744,661.901,0.414
"53717719010538_ereg_211",-6.497,1494.413,1084.408,632.09,0.174
"53718093010538_ereg_222",2.392,832.828,870.4,1488.118,0.225
"53718123010538_ereg_222",1.547,913.524,879.19,1390.78,-0.307
"53718234010538_ereg_222",1.223,945.351,849.721,1324.908,0.29
"53718671010538_ereg_211",-5.613,1142.161,1253.353,624.958,0
"53718771010538_ereg_222",-4.58,1061.391,836.926,979.97,-0.44
"53719077010538_ereg_211",-5.447,1097.055,1189.548,688.572,-0.09
"53719531010538_ereg_222",2.317,837.009,716.354,1665.783,-0.331
"53719938010538_ereg_211",-4.463,1004.303,1050.293,1054.869,-0.155
"53720364010538_ereg_222",-2.223,873.85,593.179,1588.344,0.122
"53720441010538_ereg_222",-1.115,951.435,595.095,1601.238,0.182
"53720836010538_ereg_M211",-4.125,1363.757,1316.032,689.044,-0.189
"53720949010538_ereg_211",-4.848,1356.421,1297.488,700.92,0.567
"53721383010538_ereg_211",-4.832,1338.829,1250.151,675.621,-0.021
"53721619010538_ereg_M211",-2.43,1307.246,1315.182,684.665,-0.225
"53722010010538_ereg_222",1.838,1130.495,1596.245,776.738,-0.093
"53722356010538_ereg_211",-5.652,1385.419,1170.072,691.88,0.286
"53722727010538_ereg_222",3.655,1060.621,1156.996,1736.552,0.306
"53723130010538_ereg_222",-3.395,1042.618,827.395,1252.903,0.657
"53723164010538_ereg_222",0.405,1037.267,1426.536,736.455,0.072
"53723364010538_ereg_222",2.435,907.23,866.22,1359.941,0.317
"53723720010538_ereg_221",3.482,1149.243,1024.351,1483.071,0.154
"53723983010538_ereg_221",3.593,1186.037,1021.022,1477.612,0.35
"53724134010538_ereg_221",3.157,1259.864,995.723,1520.315,0.206
"53724490010538_ereg_222",-3.08,938.121,564.95,1598.709,-0.256
"53724937010538_ereg_222",-3.492,1142.402,1036.15,1059.869,-0.138
"53725058010538_ereg_222",-0.457,1165.256,1134.053,1103.307,0.483
"53725388010538_ereg_211",-1.93,1239.928,721.285,1381.306,-0.279
"53725516010538_ereg_222",-0.935,1215.277,816.185,1356.058,1
"53725621010538_ereg_222",-1.562,1116.273,1037.502,1089.755,0.633
"53726033010538_ereg_211",-6.682,1423.853,1115.857,648.78,-0.03
"53726597010538_ereg_211",-0.867,1105.704,1427.806,693.519,0.241
"53726860010538_ereg_211",0.035,1109.055,1472.034,713.458,0.367
"53727806010538_ereg_211",1.072,1072.211,1448.022,741.894,0.44
"53727910010538_ereg_211",1.463,1067.41,1417.202,693.18,0.413
"53728599010538_ereg_221",2.072,986.688,334.544,2021.545,0.528
"53728765010538_ereg_221",0.275,1056.136,1442.51,744.29,0.04
"53728980010538_ereg_M211",-0.135,1221.058,1338.284,713.144,0.001
"53729062010538_ereg_221",0.975,1077.277,1502.164,737.316,-0.207
"53729207010538_ereg_221",1.182,1087.925,1269.371,1082.26,0.224
"53729663010538_ereg_M211",-3.91,1130.526,1164.776,641.065,0.362
"53729811010538_ereg_211",-8.258,949.826,567.245,1512.821,0.352
"53730055010538_ereg_211",-7.857,966.035,508.835,1518.298,-0.023
"53730177010538_ereg_M211",-6.4,1111.449,1172.292,667.739,0.525
"53730226010538_ereg_211",-4.09,920.746,946.042,991.437,-0.027
"53730270010538_ereg_211",-3.758,948.689,822.537,1257.035,0.117
"53730504010538_ereg_211",-3.047,944.475,1249.143,691.476,0.167
"53730917010538_ereg_211",-7.383,970.15,565.272,1557.464,-0.494
"53731575010538_ereg_M211",-5.73,1109.443,1112.433,646.64,0.207
"53731821010538_ereg_M211",-4.312,1163.014,1191.419,620.882,0.113
"53731946010538_ereg_M211",-8.065,1161.912,1100.581,628.077,0.665
"53732048010538_ereg_M211",-5.475,1130.355,1155.998,658.483,-0.069
"53732179010538_ereg_M211",-4.825,1121.682,1160.754,643.691,-0.279
"53732410010538_ereg_M211",-8.525,1115.978,1175.437,700.465,-0.23
"53732646010538_ereg_211",-8.715,941.702,490.561,1505.939,-0.338
"53732918010538_ereg_M211",-10.285,1121.562,1231.436,683.703,0.427
"53732959010538_ereg_211",-4.435,969.626,1081.081,1071.443,-0.237
"53733044010538_ereg_M211",-7.072,1130.955,781.792,1183.366,-0.279
"53733254010538_ereg_211",-3.945,999.643,1133.295,1020.921,0.179
"53733322010538_ereg_M211",-2.825,1170.671,1167.103,652.208,-0.059
"53733660010538_ereg_211",-7.298,1010.769,720.644,1295.895,0
"53733734010538_ereg_211",-7.51,974.772,531.742,1540.967,0.043
"53733859010538_ereg_211",-7.147,971.993,547.418,1522.897,-1
"53733945010538_ereg_M211",-5.747,1147.292,1155.577,625.567,0.25
"53734170010538_ereg_221",0.152,1065.253,1364.237,719.349,-0.01
"53734296010538_ereg_211",0.005,1184.57,1329.105,690.814,0.315
"53735110010538_ereg_M211",-5.405,1100.232,1089.206,629.424,0.529
"53735302010538_ereg_M211",-6.353,1089.212,1188.121,646.315,0.019
"53735706010538_ereg_M211",-8.225,1044.083,1205.796,663.376,0.134
"53735862010538_ereg_M211",-6.218,1057.488,1095.12,654.014,-0.474
"53735983010538_ereg_M211",-4.92,1281.733,1042.082,640.359,0.161
"53736104010538_ereg_M211",-6.882,1072.434,972.286,619.952,0.208
"53736440010538_ereg_M211",-5.547,1105.283,1128.717,628.583,-0.311
"53736560010538_ereg_M211",-8.06,1137.448,1176.389,649.554,0.174
"53737197010538_ereg_211",-5.075,1017.278,1340.105,709.876,0.042
"53737409010538_ereg_M211",-6.442,1092.412,1093.133,641.856,0.13
"53737517010538_ereg_M211",-1.953,1229.39,1247.857,668.416,0.279
"53737658010538_ereg_M211",-7.18,1246.582,1746.379,0,-0.501
"53737820010538_ereg_211",-7.473,1199.451,1200.114,706.113,0.28
"53737869010538_ereg_M211",-4.162,1265.03,1477.874,349.362,0.229
"53738017010538_ereg_211",-6.488,1144.674,1309.129,741.239,-0.408
"53738128010538_ereg_M211",-3.555,1330.844,1512.361,344.796,0.312
"53738356010538_ereg_211",-4.648,1182.131,1553.243,345.87,0.105
"53738544010538_ereg_M211",-2.1,1281.368,1170.807,654.989,0.037
"53739233010538_ereg_211",-0.383,1208.108,1363.537,650.479,0.307
"53739366010538_ereg_211",-2.832,1179.084,1456.001,313.541,0.225
"53739562010538_ereg_211",2.077,1141.542,542.955,1573.351,0.157
"53739759010538_ereg_221",2.968,1011.606,651.71,1711.057,0.331
"53740053010538_ereg_221",2.747,1016.038,639.823,1723.459,-0.131
"53740364010538_ereg_211",1.383,1070.288,835.623,1355.619,-0.36
"53740451010538_ereg_211",-0.663,1074.836,1280.449,651.92,-0.12
"53741007010538_ereg_211",-1.932,1102.525,1401.622,600.233,-0.277
"53741815010538_ereg_211",0.29,1151.109,1414.548,718.589,0.082
"53741930010538_ereg_211",-6.72,1021.466,659.483,1310.84,-0.073
"53742461010538_ereg_211",-5.475,1088.051,958.686,954.4,0.174
"53742778010538_ereg_211",3.34,1129.678,1465.354,584.807,0.471
"53742913010538_ereg_221",-2.332,1154.294,1234.275,919.246,0.673
"53743007010538_ereg_211",1.338,1218.978,1412.242,652.554,0.295
"53743103010538_ereg_211",-1.185,1199.695,1501.108,578.009,0.267
"53743563010538_ereg_221",-3.405,1119.732,1227.67,958.799,0.423
"53744169010538_ereg_211",-0.58,1218.581,1493.058,592.34,-0.038
"53744259010538_ereg_211",-4.735,1256.827,1394.53,673.554,-0.277
"53745057010538_ereg_221",0.572,1180.515,1515.821,583.018,0.174
"53745477010538_ereg_221",-1.125,1189.756,1192.215,944.544,-0.127
"53745671010538_ereg_221",-2.04,1213.887,1504.792,626.774,0.471
"53745901010538_ereg_221",-2.508,1203.535,1490.554,616.548,0.673
"53746235010538_ereg_211",-1.96,966.277,943.931,1181.752,-0.13
"53747086010538_ereg_211",-4.66,1039.916,821.861,1189.537,-0.493
"53747202010538_ereg_211",0.44,1090.41,1405.689,711.766,0
"53747411010538_ereg_211",2.77,1090.737,1515.213,720.939,0.699
"53747513010538_ereg_211",1.8,1036.732,1262.752,1016.31,0.23
"53747831010538_ereg_211",-5.66,1136.466,1553.759,311.067,0.463
"53747958010538_ereg_211",-4.375,1103.756,993.838,951.384,0.2
"53748268010538_ereg_211",-2.26,853.013,1339.48,716.921,0.249
"53748406010538_ereg_M211",-3.053,1026.401,1155.15,615.13,0.258
"53748533010538_ereg_M211",-2.582,1020.885,1221.533,657.28,0.256
"53748638010538_ereg_M211",-4.072,1131.697,1112.264,611.148,0.613
"53749935010538_ereg_M211",-4.982,1094.904,1241.588,665.29,0.248
"53750105010538_ereg_M211",-1.53,1076.664,1263.267,629.749,-0.248
"53750388010538_ereg_221",-2.753,1101.498,1131.761,1003.356,0.533
"53750620010538_ereg_221",-3.25,1187.227,1434.138,624.802,0.374
"53750712010538_ereg_221",-1.475,1109.149,1120.166,1015.794,-0.369
"53751429010538_ereg_211",-0.065,1110.394,1322.163,670.582,0.743
"53751529010538_ereg_211",1.683,1096.403,1531.686,726.474,0.317
"53751855010538_ereg_211",0.625,1091.797,1202.804,967.147,0.182
"53751972010538_ereg_211",0.937,1242.276,1431.348,694.226,0.186
"53752117010538_ereg_211",1.467,1206.934,1274.338,643.223,-0.027
"53752339010538_ereg_211",-0.76,1166.319,1329.82,691.74,0.157
"53752740010538_ereg_211",2.297,1195.15,1426.319,644.791,0.521
"53753120010538_ereg_211",1.19,1042.271,1418.942,711.258,-0.36
"53753263010538_ereg_211",2.415,1130.198,1188.158,959.597,-0.31
"53753449010538_ereg_211",-3.488,1172.779,2023.52,0,0.165
"53753568010538_ereg_211",-0.615,1172.437,1344.263,673.892,-0.291
"53753652010538_ereg_211",0.91,1137.744,1427.873,727.907,0.275
"53753777010538_ereg_211",1.055,1149.368,1427.727,682.82,0.472
"53753881010538_ereg_211",1.783,1056.91,1500.871,712.14,-0.233
"53754324010538_ereg_221",3.227,1144.234,749.756,1793.304,-0.176
"53754511010538_ereg_221",-0.308,1166.069,1349.973,968.141,-0.003
"53754849010538_ereg_221",2.385,1264.249,1267.4,1022.183,0.351
"53754939010538_ereg_221",1.86,1207.621,1495.374,755.728,0.757
"53755119010538_ereg_221",1.12,1119.095,1244.686,1051.612,0.122
"53755215010538_ereg_221",3.675,1113.495,927.033,1381.462,0.353
"53755297010538_ereg_221",-1.13,1185.287,1419.302,544.242,-0.443
"53755478010538_ereg_222",-3.185,1256.343,1103.955,882.551,-0.312
"53755900010538_ereg_222",-2.305,1081.644,903.18,1384.699,0.32
"53756481010538_ereg_211",-1.607,884.436,1032.655,1010.523,0.05
"53756640010538_ereg_M211",-2.865,941.015,756.853,1266.735,-0.407
"53756760010538_ereg_M211",-0.123,1133.373,1315.904,684.067,-0.239
"53757163010538_ereg_M211",-2.175,1131.233,1188.073,695.189,0.338
"53757644010538_ereg_M211",-3.315,1071.19,1279.269,661.586,-0.321
"53757800010538_ereg_M211",-7.595,1155.458,656.585,1323.926,-0.048
"53757948010538_ereg_M211",-3.145,1071.753,1069.526,675.612,0.379
"53758093010538_ereg_M211",-4.68,1243.57,975.851,620.834,0.345
"53758194010538_ereg_M211",-4.672,1224.931,927.692,612.278,-0.441
"53758409010538_ereg_M211",-2.262,1136.053,1186.043,680.852,-0.037
"53758532010538_ereg_M211",-4.012,1222.825,1047.866,642.008,0.082
"53758638010538_ereg_M211",-5.375,1157.277,1406.199,322.077,0.175
"53758754010538_ereg_M211",-4.73,1029.246,1135.447,633.599,0.105
"53758905010538_ereg_M211",-3.285,993.166,1066.289,964.802,0.222
"53759043010538_ereg_M211",-7.465,1118.492,867.528,569.018,0.614
"53759227010538_ereg_M211",-3.547,1132.481,997.617,567.102,0.643
"53759472010538_ereg_M211",-4.395,1199.178,997.931,613.602,0
"53759574010538_ereg_M211",-4.328,1049.458,747.169,892.328,0.001
"53759658010538_ereg_M211",-8.287,1224.949,1367.14,303.181,0.21
"53759833010538_ereg_M211",-6.072,1166.195,703.218,997.702,0.174
"53759906010538_ereg_M211",-0.998,1176.176,1171.485,630.079,0.409
"53760000010538_ereg_M211",-5.303,1091.524,828.147,983.564,0
"53760232010538_ereg_M211",-6.095,1023.048,1163.743,649.072,0.153
"53760324010538_ereg_M211",-3.062,1043.321,1098.917,615.634,0.529
"53760475010538_ereg_M211",-4.848,1195.263,1065.932,609.304,0.259
"53760608010538_ereg_M211",-3.947,1171.896,957.677,618.236,0.202
"53760832010538_ereg_M211",-7.035,1146.258,1203.039,595.388,-0.487
"53761135010538_ereg_M211",-6.27,1116.594,1184.12,640.232,0.003
"53761299010538_ereg_M211",-6.632,1155.882,971.991,946.415,0.274
"53761479010538_ereg_211",-2.188,1488.509,1781.086,0,-0.122
"53761587010538_ereg_211",-2.9,1288.578,1249.57,531.852,1
"53761674010538_ereg_221",-1.59,1095.49,1215.848,1010.622,0.209
"53761733010538_ereg_M211",-4.598,1041.203,1086.172,655.077,0.057
"53761922010538_ereg_M211",-1.12,1162.99,1237.535,635.363,0.126
"53762005010538_ereg_M211",-4.465,1267.521,1076.309,625.701,0.19
"53762111010538_ereg_M211",-5.297,1135.432,1139.365,651.534,0.107
"53762212010538_ereg_M211",-4.782,1160.662,1212.945,672.454,-0.061
"53762411010538_ereg_M211",-3.043,1334.618,1239.114,635.434,0.23
"53762802010538_ereg_M211",-7.34,1327.403,1351.193,294.142,0.074
"53762879010538_ereg_M211",-3.692,1251.548,1295.32,658.867,0.103
"53762981010538_ereg_M211",-2.865,1267.772,1202.648,628.338,0.233
"53763252010538_ereg_M211",-8.127,1554.738,1276.527,292.373,-0.133
"53763360010538_ereg_M211",-2.852,1314.667,1212.147,660.781,-0.431
"53763435010538_ereg_M211",-2.873,1362.983,1156.494,652.102,0.318
"53763542010538_ereg_M211",-5.943,1460.731,1404.237,306.335,-0.12
"53763670010538_ereg_M211",-2.645,1339.015,1119.079,645.852,-0.224
"53763786010538_ereg_M211",-1.375,1465.227,1184.814,634.87,0.385
"53763975010538_ereg_M211",-5.258,1246.331,1262.042,638.1,0.089
"53764088010538_ereg_M211",-2.988,1299.824,1162.384,616.734,0.165
"53902936010538_ereg_M211",-6.315,1184.563,1167.342,659.413,0.258
"53903045010538_ereg_M211",-4.17,1197.53,1144.884,514.901,-0.063
"53903159010538_ereg_M211",-5.512,1158.943,1071.583,660.165,-0.461
"53903249010538_ereg_M211",-8.57,1367.727,1291.89,284.105,0
"53903334010538_ereg_M211",-5.547,1192.623,1176.202,635.736,0.57
"53903469010538_ereg_M211",-4.837,1310.026,1090.298,621.152,0.184
"53903559010538_ereg_M211",-8.36,1311.645,1155.275,496.986,0.414
"53903681010538_ereg_M211",-8.06,1230.072,1110.949,486.926,-0.465
"53903802010538_ereg_M211",-6.4,1324.383,1209.709,642.676,-0.149
"53903954010538_ereg_M211",-8.408,1674.967,1256.829,289.954,0.161
"53904078010538_ereg_M211",-6.275,1542.018,1294.136,298.397,0.25
"53904175010538_ereg_M211",-6.92,1351.911,1126.973,656.161,0.17
"53904252010538_ereg_M211",-7.283,1405.796,1775.222,0,0.102
"53904371010538_ereg_M211",-7.013,1144.111,1094.881,631.968,-0.263
"53904481010538_ereg_M211",-7.995,1267.062,1093.901,487.893,-0.211
"53904700010538_ereg_M211",-8.225,1226.508,1058.882,506.339,0.603
"53904839010538_ereg_M211",-5.872,1129.047,1097.077,516.246,0
"53904942010538_ereg_M211",-3.85,1221.218,1506.55,335.815,0.171
"53905019010538_ereg_211",-5.155,1131.022,1247.892,707.648,0.282
"53905167010538_ereg_M211",-8.835,1315.148,1108.114,519.478,0.326
"53905285010538_ereg_211",-7.478,1200.16,970.045,1027.911,-0.199
"53905652010538_ereg_211",-6.99,1238.229,1213.017,707.085,-0.197
"53905814010538_ereg_M211",-9.197,1417.521,1280.382,272.365,0.263
"53905930010538_ereg_M211",-7.565,1404.784,1241.711,274.324,0.25
"53906158010538_ereg_M211",-2.723,1273.18,1178.372,647.579,0.359
"53906443010538_ereg_M211",-8.595,1353.932,1731.832,0,-0.455
"53906549010538_ereg_M211",-6.338,1335.129,1383.937,324.811,0.085
"53906648010538_ereg_M211",-9.223,1283.474,1461.283,341.25,-0.11
"53907089010538_ereg_M211",-4.405,1351.306,1125.618,643.576,-0.023
"53907182010538_ereg_M211",-7.652,1314.398,1074.66,638.776,0.191
"53907274010538_ereg_M211",-8.475,1238.254,1145.736,526.617,0.065
"53907381010538_ereg_M211",-4.415,1181.599,903.638,969.51,-0.152
"53907486010538_ereg_M211",-6.032,1276.217,1087.338,595.002,0.205
"53907607010538_ereg_M211",-4.875,1208.354,1187.829,646.261,0.165
"53907737010538_ereg_M211",-6.632,1255.815,1143.436,640.643,-0.353
"53907890010538_ereg_M211",-8.235,1273.245,1334.145,273.679,0.238
"53907988010538_ereg_211",-4.797,969.56,1042.723,571.523,-0.13
"53908297010538_ereg_211",-4.785,932.587,511.062,1561.213,-0.019
"53908890010538_ereg_222",-3.003,1019.6,1052.793,943.593,0.081
"53909157010538_ereg_211",-9.707,1502.756,1361.822,283.058,0.231
"53909346010538_ereg_211",-8.865,1443.069,1358.938,274.772,0.206
"53909574010538_ereg_211",-4.433,1404.384,1465.393,284.116,-0.129
"53910410010538_ereg_M211",-3.672,1256.947,1359.868,276.902,0.218
"53910641010538_ereg_M211",-6.082,1139.957,959.339,911.223,0.143
"53910914010538_ereg_M211",-5.643,1047.258,1059.645,930.3,-0.352
"53911520010538_ereg_222",-1.76,824.432,973.126,1254.085,0.01
"53912045010538_ereg_222",-4.158,1047.752,858.858,1309.199,-0.269
"53912680010538_ereg_222",-5.617,1098.303,728.093,1256.506,0.343
"53912763010538_ereg_222",-2.253,824.684,577.796,1626.812,0.045
"53913032010538_ereg_222",-0.427,860.184,505.561,1953.082,0.201
"53913277010538_ereg_222",-0.955,853.157,228.619,2507.345,0.221
"53913580010538_ereg_211",-5.808,1090.836,1184.461,693.55,0
"53913990010538_ereg_222",-2.95,826.464,596.87,1397.888,-0.431
"53914281010538_ereg_211",-5.558,1251.084,931.864,1032.659,-0.184
"53914384010538_ereg_211",-6.093,1286.957,936.529,1015.71,0.056
"53914459010538_ereg_222",-3.825,1093.988,843.494,1382.736,-0.247
"53914750010538_ereg_211",-6.083,1162.468,768.165,1320.017,-0.144
"53914973010538_ereg_M211",-7.258,1318.979,1114.319,646.249,0.051
"53915452010538_ereg_211",-5.305,1239.357,1378.977,678.266,0.254
"53915526010538_ereg_222",-6.397,1179.435,718.936,1266.666,0
"53915763010538_ereg_211",-7.348,1398.616,886.876,970.966,0.043
"53915859010538_ereg_211",-5.572,1314.416,959.171,1026.981,0.2
"53916072010538_ereg_222",-3.71,1025.255,277.992,2251.612,0
"53916181010538_ereg_222",-3.738,1066.677,790.224,1271.769,-0.097
"53916483010538_ereg_222",-2.77,1094.48,642.171,1691.473,-0.226
"53916654010538_ereg_222",-1.502,885.906,717.401,1619.481,0.298
"53916891010538_ereg_211",0.083,961.428,1185.249,917.877,0.035
"53916998010538_ereg_222",-2.885,877.539,861.84,1435.149,0.195
"53917251010538_ereg_222",-1.877,877.859,917.68,1420.2,0.077
"53917404010538_ereg_211",-0.69,1218.191,1280.212,925.059,0.197
"53917651010538_ereg_221",-0.342,1218.568,1853.304,346.706,0.233
"53917923010538_ereg_221",-0.37,1338.228,1494.736,650.917,0.138
"53918221010538_ereg_221",-0.3,1367.695,1134.635,1011.192,0.51
"53919540010538_ereg_211",-7.233,1314.084,1309.459,689.09,0.241
"53919679010538_ereg_211",-6.405,1242.035,970.601,1015.606,0.353
"53920069010538_ereg_222",-3.915,1064.49,602.588,1590.151,0.134
"53920835010538_ereg_211",-5.948,1109.813,1191.405,661.574,0.279
"53921036010538_ereg_211",-8.498,1246.751,1827.176,0,0.037
"53921309010538_ereg_211",-5.488,1066.711,1655.999,315.267,-0.405
"53922356010538_ereg_M211",-2.492,1250.463,1059.585,915.581,-0.43
"53922665010538_ereg_221",2.492,1196.653,761.191,1697.845,-0.083
"53922705010538_ereg_211",-8.26,958.408,1083.551,870.05,-0.182
"53922964010538_ereg_M211",-6.435,1107.439,1310.8,236.492,-0.28
"53923268010538_ereg_211",-6.43,951.014,1137.325,694.535,0.152
"53923986010538_ereg_211",-8.527,966.25,1182.739,668.221,0.487
"53924118010538_ereg_211",-7.325,1032.864,1306.215,540.472,-0.557
"53924817010538_ereg_211",-6.158,973.814,1060.086,881.941,-0.475
"53925166010538_ereg_M211",-7.185,1187.062,1307.097,272.893,0.104
"53925282010538_ereg_211",-6.415,997.809,1494.358,555.221,0.223
"53925408010538_ereg_M211",-8.223,1148.491,1661.512,0,-0.219
"53925512010538_ereg_M211",-9.015,1127.173,1459.105,237.177,-0.023
"53925692010538_ereg_M211",-8.42,1118.709,1378.939,239.137,-0.046
"53925827010538_ereg_M211",-8.13,1115.778,1191.037,518.583,-0.016
"53925926010538_ereg_M211",-8.05,1122.144,1185.36,523.16,0
"53926149010538_ereg_M211",-5.215,1170.671,1478.955,276.812,-0.042
"53926356010538_ereg_211",-7.593,1028.37,1337.277,564.421,-0.153
"53926460010538_ereg_211",-6.455,1063.621,1645.751,255.429,0.099
"53926940010538_ereg_211",-7.043,988.085,545.252,1541.567,-0.264
