"plotLon","plotLat"
"59372112010478_ereg_223",-91.1946,36.2341
"59372218010478_ereg_223",-91.257,36.4233
"59372423010478_ereg_223",-91.3636,36.4926
"59372822010478_ereg_234",-90.9993,35.0264
"59373375010478_ereg_M231",-92.6476,34.6774
"59373959010478_ereg_M231",-92.9002,34.8173
"59374378010478_ereg_M231",-93.7835,34.7308
"59374586010478_ereg_M231",-93.8926,34.9387
"59374686010478_ereg_M231",-93.9365,34.8147
"59375113010478_ereg_M231",-94.2076,34.8546
"59375607010478_ereg_M231",-94.2645,34.8074
"59376224010478_ereg_223",-92.5548,36.002
"59376356010478_ereg_M223",-92.6153,35.8713
"59376972010478_ereg_M223",-92.8769,35.9146
"59377076010478_ereg_M223",-92.9229,35.7492
"59377196010478_ereg_M223",-92.9307,35.8354
"59377516010478_ereg_231",-94.2531,35.3267
"59377660010478_ereg_M231",-94.3287,34.978
"59378168010478_ereg_231",-94.1994,33.8356
"59378637010478_ereg_231",-94.3149,33.8808
"59379211010478_ereg_223",-91.2635,36.286
"59379594010478_ereg_223",-91.4204,36.2468
"59379793010478_ereg_223",-91.4704,36.1644
"59380096010478_ereg_223",-91.6328,36.1664
"59380174010478_ereg_223",-91.4348,35.9896
"59380244010478_ereg_223",-91.9719,35.909
"59380472010478_ereg_M223",-92.0142,35.825
"59381127010478_ereg_223",-92.1247,35.9525
"59381672010478_ereg_M223",-92.3211,35.804
"59381785010478_ereg_M223",-92.3588,35.7565
"59381874010478_ereg_M223",-91.8952,35.7518
"59384502010478_ereg_231",-92.2745,35.5007
"59385329010478_ereg_231",-92.5406,35.469
"59385903010478_ereg_M223",-92.686,35.5476
"59386387010478_ereg_M223",-92.5089,35.5825
"59386845010478_ereg_M223",-94.053,36.0251
"59387004010478_ereg_M223",-94.1066,35.8883
"59387119010478_ereg_M223",-94.2229,35.9399
"59387222010478_ereg_M223",-94.2096,35.7684
"59387357010478_ereg_M223",-94.2598,35.8565
"59387446010478_ereg_M223",-94.2711,35.7706
"59387591010478_ereg_223",-91.9108,36.4275
"59388957010478_ereg_M231",-93.2067,34.7669
"59389046010478_ereg_M231",-93.208,34.7298
"59389144010478_ereg_M231",-93.2614,34.5481
"59389275010478_ereg_M231",-93.2687,34.6435
"59389459010478_ereg_M231",-93.3587,34.6989
"59389584010478_ereg_M231",-93.3579,34.7715
"59391274010478_ereg_231",-92.2955,34.3217
"59396885010478_ereg_223",-91.554,35.8616
"59397108010478_ereg_223",-91.7123,35.8508
"59397181010478_ereg_M223",-91.7848,35.6081
"59397481010478_ereg_223",-91.6779,35.9228
"59397674010478_ereg_223",-91.8048,36.0034
"59400254010478_ereg_231",-93.2766,35.5488
"59400431010478_ereg_M223",-93.2752,35.6323
"59400857010478_ereg_M223",-93.3686,35.7129
"59400950010478_ereg_M223",-93.4307,35.6369
"59401641010478_ereg_M223",-93.6405,35.6762
"59401737010478_ereg_M223",-93.6921,35.7656
"59402293010478_ereg_231",-93.5243,33.0408
"59403391010478_ereg_234",-91.0053,34.7223
"59405295010478_ereg_231",-93.3688,35.3266
"59407653010478_ereg_M223",-93.4714,36.0138
"59407983010478_ereg_M223",-93.6399,35.8446
"59408744010478_ereg_M223",-93.7895,35.8855
"59409649010478_ereg_223",-92.8045,36.4386
"59409819010478_ereg_223",-92.5402,36.0939
"59410801010478_ereg_231",-93.8872,33.3242
"59411014010478_ereg_231",-93.9499,33.067
"59412039010478_ereg_234",-91.1046,34.4222
"59412215010478_ereg_234",-91.2232,34.9407
"59412433010478_ereg_234",-91.2165,34.4613
"59412557010478_ereg_234",-91.3135,34.7198
"59412633010478_ereg_234",-91.3191,34.6425
"59413024010478_ereg_M231",-93.4087,34.4596
"59414409010478_ereg_M231",-93.8382,34.6366
"59414562010478_ereg_M231",-93.8935,34.4243
"59415117010478_ereg_223",-91.2004,36.0673
"59415742010478_ereg_234",-91.675,34.0911
"59415918010478_ereg_231",-91.839,34.011
"59416119010478_ereg_231",-91.8382,33.9209
"59417178010478_ereg_231",-93.6748,35.2375
"59417302010478_ereg_231",-93.8304,35.2419
"59417557010478_ereg_231",-93.7321,35.1151
"59417793010478_ereg_234",-91.7846,34.6339
"59418145010478_ereg_234",-91.8359,35.0261
"59418376010478_ereg_234",-91.9929,34.8593
"59418488010478_ereg_234",-92.0478,34.8551
"59419406010478_ereg_M223",-93.6964,35.7976
"59419677010478_ereg_M223",-93.9464,35.9327
"59419876010478_ereg_M223",-93.8466,35.7998
"59420075010478_ereg_M223",-93.7829,36.0168
"59420154010478_ereg_M223",-93.9442,36.0269
"59420382010478_ereg_223",-92.5979,36.4405
"59420907010478_ereg_223",-92.8105,36.3613
"59421033010478_ereg_223",-92.4392,36.065
"59421445010478_ereg_231",-93.9532,33.1946
"59422699010478_ereg_234",-91.2601,34.8944
"59423013010478_ereg_234",-91.2466,34.522
"59423069010478_ereg_234",-91.3688,34.5879
"59423199010478_ereg_M231",-93.4667,34.415
"59423311010478_ereg_M231",-93.4129,34.6465
"59423630010478_ereg_M231",-93.5719,34.6349
"59424042010478_ereg_M231",-93.7892,34.3713
"59425012010478_ereg_231",-93.2233,33.7508
"59425784010478_ereg_223",-93.0536,35.9601
"59426104010478_ereg_M223",-93.1156,35.7872
"59426222010478_ereg_M223",-93.3671,35.9147
"59426391010478_ereg_M223",-93.2735,35.7886
"59426677010478_ereg_M223",-93.21,35.9179
"59426843010478_ereg_M223",-93.433,35.753
"59427282010478_ereg_231",-92.8766,33.6019
"59427498010478_ereg_231",-92.7389,33.39
"59427729010478_ereg_231",-93.0687,33.7623
"59427808010478_ereg_231",-92.6292,33.7831
"59427864010478_ereg_231",-92.9673,33.5392
"59429477010478_ereg_234",-90.8846,34.2349
"59431192010478_ereg_234",-90.457,35.6731
"59431812010478_ereg_M231",-94.0512,34.4648
"59432000010478_ereg_M231",-94.1482,34.6862
"59432131010478_ereg_M231",-94.2077,34.4163
"59432238010478_ereg_M231",-94.3359,34.4906
"59432883010478_ereg_M231",-94.2177,34.4946
"59433383010478_ereg_M223",-92.9186,35.4986
"59433502010478_ereg_M223",-92.9644,35.7216
"59434083010478_ereg_M223",-93.172,35.5449
"59434603010478_ereg_234",-91.4665,34.7315
"59435059010478_ereg_231",-92.2137,34.8531
"59435197010478_ereg_231",-92.3192,34.9006
"59435474010478_ereg_M231",-92.5239,34.7274
"59436090010478_ereg_223",-91.1429,36.3247
"59436197010478_ereg_223",-91.1526,36.2368
"59436299010478_ereg_223",-91.2601,36.4614
"59436513010478_ereg_223",-91.2814,36.3954
"59437044010478_ereg_M231",-92.5584,34.5707
"59438066010478_ereg_M231",-92.9423,34.7705
"59438791010478_ereg_M231",-93.9907,34.6879
"59439053010478_ereg_M223",-93.6336,35.8812
"59439672010478_ereg_M223",-93.9554,35.7623
"59443613010478_ereg_223",-92.5488,36.4383
"59443702010478_ereg_223",-92.6014,36.2673
"59443979010478_ereg_223",-92.7636,36.3528
"59444359010478_ereg_223",-92.6326,36.193
"59445101010478_ereg_231",-93.9914,33.244
"59447509010478_ereg_M231",-93.8859,34.3743
"59449182010478_ereg_M223",-93.1637,35.828
"59449387010478_ereg_M223",-93.2164,35.7425
"59449622010478_ereg_M223",-93.3159,35.834
"59449711010478_ereg_M223",-93.3812,35.744
"59450049010478_ereg_M223",-93.4767,35.7977
"59450352010478_ereg_M223",-93.2926,35.9834
"59450428010478_ereg_231",-92.6059,33.7145
"59451209010478_ereg_231",-93.0127,33.7347
"59451481010478_ereg_231",-92.6802,33.3838
"59451715010478_ereg_M231",-92.8343,34.9476
"59454290010478_ereg_M231",-93.945,34.5982
"59454867010478_ereg_M231",-94.2599,34.6424
"59455314010478_ereg_M231",-94.3733,34.726
"59455881010478_ereg_M223",-92.9612,35.6339
"59456738010478_ereg_231",-93.168,35.2866
"59456900010478_ereg_M223",-93.0986,35.614
"59457136010478_ereg_234",-91.5263,34.8105
"59457683010478_ereg_234",-92.0404,34.5079
"59457815010478_ereg_231",-92.103,34.9899
"59459093010478_ereg_223",-91.1951,36.4557
"59461577010478_ereg_M231",-93.7306,34.9395
"59462220010478_ereg_M231",-93.9891,34.9917
"59463024010478_ereg_M231",-94.3571,34.7665
"59463527010478_ereg_223",-92.6622,36.041
"59463843010478_ereg_M223",-92.8729,35.871
"59464189010478_ereg_231",-94.0902,35.2878
"59464539010478_ereg_231",-94.3605,35.413
"59464618010478_ereg_M231",-94.4392,35.0124
"59464725010478_ereg_M231",-94.4214,35.1122
"59465979010478_ereg_223",-91.428,36.2015
"59466615010478_ereg_M223",-91.8743,35.74
"59467060010478_ereg_223",-92.2379,35.9997
"59467264010478_ereg_M223",-92.2877,35.7355
"59467658010478_ereg_231",-92.3486,33.0139
"59467826010478_ereg_231",-92.4491,33.2435
"59467935010478_ereg_231",-92.457,33.1423
"59468305010478_ereg_234",-91.1099,34.3451
"59468553010478_ereg_234",-91.2101,34.081
"59468963010478_ereg_234",-91.3709,34.0009
"59470420010478_ereg_234",-91.9036,33.1018
"59471260010478_ereg_223",-92.1656,36.3456
"59472016010478_ereg_223",-92.3913,36.0916
"59472288010478_ereg_223",-92.435,36.4386
"59472518010478_ereg_223",-93.9314,36.4529
"59473858010478_ereg_223",-92.9278,36.393
"59474430010478_ereg_231",-92.0899,33.5497
"59476386010478_ereg_231",-92.5535,33.4144
"59477962010478_ereg_234",-91.3634,33.4426
"59478551010478_ereg_231",-92.9657,34.103
"59481007010478_ereg_234",-90.6688,36.331
"59481316010478_ereg_M223",-91.854,35.4603
"59483409010478_ereg_231",-92.3946,34.0035
"59483695010478_ereg_231",-93.0173,33.2317
"59483793010478_ereg_231",-93.0744,33.0639
"59484219010478_ereg_231",-93.1705,33.3158
"59485389010478_ereg_231",-92.5855,35.292
"59485493010478_ereg_231",-92.7514,35.1987
"59486053010478_ereg_234",-90.4165,35.7146
"59486733010478_ereg_M223",-94.1316,35.7225
"59486932010478_ereg_M223",-94.2918,35.7045
"59487027010478_ereg_M223",-94.2325,35.6317
"59487228010478_ereg_M223",-94.4612,35.6068
"59487329010478_ereg_M223",-94.4446,35.6833
"59488060010478_ereg_234",-90.6839,35.2812
"59488321010478_ereg_234",-90.7058,35.216
"59489133010478_ereg_231",-92.6565,34.0632
"59490913010478_ereg_234",-91.5284,33.4438
"59491839010478_ereg_231",-91.8416,33.4067
"59492800010478_ereg_231",-91.9959,33.4109
"59493501010478_ereg_231",-92.3246,35.2418
"59493806010478_ereg_231",-92.3826,35.1171
"59494042010478_ereg_231",-92.5336,35.0714
"59494348010478_ereg_M223",-93.8642,35.6876
"59495535010478_ereg_223",-91.6953,36.4744
"59495652010478_ereg_223",-91.8526,36.394
"59495884010478_ereg_223",-91.7435,36.255
"59496946010478_ereg_231",-92.8945,33.1259
"59497873010478_ereg_M223",-92.6932,35.5102
"59498325010478_ereg_M223",-92.8074,35.6353
"59498442010478_ereg_M223",-92.8082,35.548
"59498837010478_ereg_M223",-94.0554,35.8956
"59498940010478_ereg_M223",-94.1185,35.7677
"59499075010478_ereg_M223",-94.2203,35.8083
"59499181010478_ereg_M223",-94.2168,35.8925
"59500413010478_ereg_M223",-91.6898,35.4138
"59500602010478_ereg_231",-91.8472,35.3351
"59500844010478_ereg_234",-91.4525,35.1188
"59501330010478_ereg_234",-91.2843,35.1283
"59501477010478_ereg_231",-93.2049,35.118
"59501690010478_ereg_M231",-93.3087,34.9022
"59501803010478_ereg_231",-93.4094,35.031
"59501926010478_ereg_M231",-93.4157,34.9371
"59502796010478_ereg_M231",-93.4499,34.8795
"59503561010478_ereg_231",-93.3934,33.3973
"59505333010478_ereg_M223",-94.1347,35.6684
"59505473010478_ereg_M223",-94.2332,35.7165
"59505702010478_ereg_M223",-94.3902,35.7166
"59506012010478_ereg_234",-90.3284,34.8769
"59507402010478_ereg_231",-92.7679,34.0604
"59508507010478_ereg_234",-91.5301,33.4038
"59509409010478_ereg_231",-91.7882,33.4434
"59509842010478_ereg_231",-92.1709,35.2045
"59510500010478_ereg_231",-92.4789,35.2026
"59511349010478_ereg_231",-94.0193,35.4278
"59511858010478_ereg_223",-92.0008,36.3306
"59512481010478_ereg_M231",-92.9513,34.5137
"59512713010478_ereg_M231",-93.0467,34.7675
"59513248010478_ereg_M231",-93.3088,34.7319
"59513872010478_ereg_231",-92.2508,34.4533
"59515101010478_ereg_234",-90.57,36.0146
"59515865010478_ereg_231",-93.7383,33.7443
"59516227010478_ereg_231",-93.8952,33.6648
"59516318010478_ereg_231",-93.6094,33.6921
"59517109010478_ereg_231",-93.0209,34.1861
"59518284010478_ereg_M231",-94.1835,34.3355
"59518596010478_ereg_223",-91.5213,35.892
"59519169010478_ereg_223",-91.8449,35.8039
"59519575010478_ereg_223",-91.9018,36.1685
"59522260010478_ereg_M223",-93.2162,35.6707
"59522625010478_ereg_231",-93.6945,35.5567
"59522913010478_ereg_M223",-93.4878,35.7169
"59523017010478_ereg_M223",-93.5287,35.6356
"59523975010478_ereg_231",-93.59,33.2352
"59524895010478_ereg_223",-91.3133,35.981
"59525050010478_ereg_234",-90.6858,34.7115
"59525385010478_ereg_234",-90.789,34.8453
"59525754010478_ereg_231",-91.7895,33.9201
"59526568010478_ereg_231",-94.41,33.9246
"59528540010478_ereg_M231",-93.9869,34.7732
"59528650010478_ereg_M231",-94.0426,34.9897
"59528871010478_ereg_M231",-94.2105,34.9843
"59529277010478_ereg_M231",-94.3522,34.9447
"59529471010478_ereg_M231",-93.9076,35.0098
"59529681010478_ereg_223",-92.5562,36.0453
"59529845010478_ereg_M223",-92.502,35.8264
"59529958010478_ereg_223",-92.4559,36.003
"59530096010478_ereg_M223",-92.6608,35.8277
"59530312010478_ereg_M223",-92.7748,35.8764
"59531129010478_ereg_M231",-94.3119,35.1141
"59531550010478_ereg_M231",-94.1395,34.1387
"59532752010478_ereg_223",-91.424,36.3762
"59532962010478_ereg_223",-91.4809,36.2083
"59533027010478_ereg_223",-91.4369,35.9034
"59533082010478_ereg_223",-91.544,36.0776
"59533188010478_ereg_223",-91.6323,36.1246
"59533244010478_ereg_223",-91.6434,36.2176
"59533993010478_ereg_223",-92.1233,36
"59534360010478_ereg_M223",-92.0777,35.7804
"59534467010478_ereg_223",-92.2956,36.0028
"59534674010478_ereg_M223",-92.3406,35.8296
"59534789010478_ereg_231",-92.1967,33.184
"59535114010478_ereg_231",-92.4022,33.0836
"59536794010478_ereg_231",-92.969,33.0595
"59537612010478_ereg_M223",-92.5428,35.6721
"59537759010478_ereg_231",-92.5962,35.5072
"59538225010478_ereg_231",-92.3271,35.4644
"59538379010478_ereg_M223",-94.0055,35.7642
"59538620010478_ereg_M223",-94.0034,35.8489
"59538708010478_ereg_M223",-94.2161,35.9834
"59538828010478_ereg_M223",-94.1,36.0158
"59538926010478_ereg_M223",-94.2102,36.0709
"59539008010478_ereg_M223",-94.1602,35.7621
"59539374010478_ereg_223",-94.3666,36.1115
"59539476010478_ereg_223",-94.3571,36.0722
"59539563010478_ereg_M223",-94.4339,35.8107
"59539781010478_ereg_234",-91.4676,35.194
"59540268010478_ereg_231",-91.7366,35.4168
"59540469010478_ereg_231",-91.7916,35.191
"59540709010478_ereg_231",-91.7689,35.2664
"59541180010478_ereg_231",-92.1063,35.0822
"59541722010478_ereg_231",-93.1489,35.0754
"59542830010478_ereg_M231",-93.6167,34.9362
"59543404010478_ereg_234",-91.106,34.3018
"59543473010478_ereg_234",-91.1045,34.2193
"59543573010478_ereg_234",-91.1604,34.133
"59543655010478_ereg_234",-91.2066,34.4318
"59543974010478_ereg_234",-91.3099,34.1313
"59544197010478_ereg_234",-91.4142,34.2589
"59544643010478_ereg_234",-91.3369,34.5039
"59545253010478_ereg_231",-91.7896,33.3659
"59545810010478_ereg_231",-92.0481,33.0605
"59546285010478_ereg_223",-92.2843,36.3066
"59546592010478_ereg_223",-92.3996,36.0015
"59546758010478_ereg_223",-92.3767,36.0519
"59547079010478_ereg_223",-93.9349,36.4002
"59547182010478_ereg_223",-94.0409,36.4556
"59547285010478_ereg_223",-93.9433,36.3192
"59547995010478_ereg_223",-93.0284,36.397
"59548192010478_ereg_223",-93.147,36.4813
"59548507010478_ereg_223",-93.2005,36.391
"59548637010478_ereg_223",-92.8616,36.4824
"59549571010478_ereg_231",-92.2365,33.4215
"59550022010478_ereg_231",-92.6088,33.6315
"59550947010478_ereg_231",-92.422,33.79
"59551116010478_ereg_M223",-93.3751,36.2086
"59551783010478_ereg_M223",-93.4048,36.1462
"59552228010478_ereg_234",-91.2038,33.4912
"59552363010478_ereg_234",-91.0725,33.4295
"59553252010478_ereg_231",-93.1697,34.0582
"59554614010478_ereg_234",-90.7293,36.492
"59555084010478_ereg_M223",-91.8987,35.6308
"59555203010478_ereg_M223",-92.0109,35.6822
"59555415010478_ereg_M223",-92.0651,35.6388
"59555794010478_ereg_231",-92.2261,35.5551
"59555921010478_ereg_231",-92.224,35.4648
"59556047010478_ereg_M223",-92.2083,35.6145
"59556169010478_ereg_231",-91.9932,33.8082
"59557324010478_ereg_231",-93.3333,33.0941
"59559464010478_ereg_M223",-91.7955,35.6226
"59560323010478_ereg_M223",-92.0762,35.7073
"59560877010478_ereg_231",-92.1963,33.7701
"59562087010478_ereg_231",-93.1736,33.4474
"59563346010478_ereg_231",-92.6952,35.202
"59564322010478_ereg_M223",-94.0176,35.7148
"59564502010478_ereg_M223",-94.3747,35.5049
"59564692010478_ereg_M223",-94.3392,35.5769
"59565502010478_ereg_234",-90.6781,35.4099
"59566523010478_ereg_231",-92.4459,33.9066
"59566735010478_ereg_231",-92.7106,34.0138
"59567265010478_ereg_234",-91.0517,33.6997
"59568866010478_ereg_231",-91.7309,33.7882
"59569623010478_ereg_231",-92.3803,35.1532
"59569735010478_ereg_231",-92.273,35.0652
"59569787010478_ereg_231",-92.3171,35.2885
"59570387010478_ereg_M223",-93.7594,35.6394
"59570655010478_ereg_M223",-93.856,35.7245
"59571356010478_ereg_223",-91.5588,36.4527
"59571597010478_ereg_223",-91.7497,36.2989
"59573273010478_ereg_231",-92.2569,34.1507
"59573517010478_ereg_231",-92.3554,34.2837
"59573606010478_ereg_231",-92.6176,34.3266
"59573712010478_ereg_231",-92.4556,34.4149
"59573807010478_ereg_231",-92.6096,34.4079
"59574104010478_ereg_231",-92.3616,34.1929
"59574173010478_ereg_231",-92.4465,34.3678
"59576943010478_ereg_M231",-93.0233,34.362
"59577128010478_ereg_M231",-93.1865,34.368
"59577596010478_ereg_231",-93.9422,33.835
"59578138010478_ereg_M231",-93.9594,34.2924
"59578274010478_ereg_223",-91.4659,35.7576
"59578619010478_ereg_223",-91.7466,35.8937
"59579083010478_ereg_223",-92.0162,35.9623
"59579946010478_ereg_M223",-91.5209,35.4994
"59580316010478_ereg_234",-91.717,34.3983
"59580613010478_ereg_234",-91.9426,34.2242
"59580819010478_ereg_234",-92.0409,34.3195
"59580968010478_ereg_234",-92.1396,34.4466
"59581466010478_ereg_M223",-93.2714,35.6745
"59581716010478_ereg_M223",-93.4261,35.6769
"59581915010478_ereg_M223",-93.595,35.5897
"59581984010478_ereg_M223",-93.5854,35.6755
"59582105010478_ereg_M223",-93.5812,35.7581
"59582278010478_ereg_M223",-93.4442,35.5697
"59601381010478_ereg_234",-91.158,34.2161
"59601993010478_ereg_234",-91.6268,34.263
"59602084010478_ereg_234",-91.3115,34.3001
"59603043010478_ereg_231",-92.1042,33.0573
"59603318010478_ereg_223",-92.2271,36.2613
"59603925010478_ereg_223",-92.3939,36.172
"59604138010478_ereg_223",-93.8842,36.2765
"59604725010478_ereg_223",-94.4705,36.3768
"59605090010478_ereg_223",-92.9243,36.4337
"59605218010478_ereg_223",-92.9739,36.2663
"59605672010478_ereg_223",-93.1967,36.4766
"59606414010478_ereg_231",-92.2405,33.5968
"59606505010478_ereg_231",-92.2419,33.6804
"59608498010478_ereg_M223",-93.4559,36.237
"59608770010478_ereg_223",-93.5669,36.2728
"59609313010478_ereg_223",-93.7161,36.3624
"59609398010478_ereg_M223",-93.3002,36.2282
"59609688010478_ereg_234",-91.1512,33.2748
"59774144010538_ereg_232",-74.7385,39.6651
"59774234010538_ereg_232",-74.8123,39.5226
"59774641010538_ereg_232",-74.5436,39.4213
"59774789010538_ereg_232",-74.7726,39.5836
"59776101010538_ereg_232",-74.944,39.3165
"59776190010538_ereg_232",-74.9751,39.2339
"59776445010538_ereg_232",-74.9172,39.3685
"59776859010538_ereg_221",-74.9483,40.6854
"59777682010538_ereg_232",-74.2407,39.9386
"59778023010538_ereg_232",-74.3741,39.6445
"59778107010538_ereg_232",-74.4553,40.1197
"59778364010538_ereg_221",-74.3531,41.1146
"59778639010538_ereg_232",-75.1421,39.5376
"59779074010538_ereg_221",-74.6826,41.1264
"59779196010538_ereg_221",-74.493,41.1151
"59779303010538_ereg_221",-74.6085,41.2981
"59779415010538_ereg_221",-74.6412,41.1826
"59779510010538_ereg_221",-74.7824,40.9985
"59779575010538_ereg_221",-74.7597,40.9401
"59779694010538_ereg_221",-75.0229,40.8612
"59805632010538_ereg_221",-80.9052,39.7923
"59806055010538_ereg_222",-84.271,39.7641
"59806224010538_ereg_221",-81.8549,39.6783
"59806439010538_ereg_221",-81.6674,39.7446
"59807059010538_ereg_221",-81.7369,39.5826
"59807266010538_ereg_221",-81.8708,39.7887
"59807523010538_ereg_221",-82.0463,39.9803
"59807612010538_ereg_221",-82.157,40.0008
"59807992010538_ereg_221",-81.3316,39.731
"59808199010538_ereg_222",-83.2637,41.5312
"59808724010538_ereg_221",-82.0441,39.5912
"59809164010538_ereg_221",-82.8154,39.0761
"59809293010538_ereg_221",-83.2377,39.0875
"59809400010538_ereg_221",-83.2336,39.1556
"59811523010538_ereg_221",-82.9487,38.7534
"59811604010538_ereg_221",-82.7506,38.8131
"59811713010538_ereg_221",-83.1277,38.6878
"59812244010538_ereg_221",-83.061,38.8363
"59812488010538_ereg_222",-83.3718,40.9978
"59813451010538_ereg_221",-81.5648,41.2702
"59813629010538_ereg_221",-80.55,41.2608
"59813865010538_ereg_221",-80.8101,41.404
"59814552010538_ereg_221",-81.7082,40.3711
"59815014010538_ereg_221",-82.3613,39.3549
"59815103010538_ereg_221",-82.4812,39.301
"59815863010538_ereg_221",-81.7161,39.514
"59817913010538_ereg_221",-82.2154,38.8977
"59818535010538_ereg_221",-81.09,41.5703
"59820574010538_ereg_221",-80.9191,40.3007
"59822682010538_ereg_221",-82.5806,39.0869
"59822916010538_ereg_221",-82.6012,39.1335
"59823190010538_ereg_221",-80.8317,40.451
"59823444010538_ereg_221",-80.7567,40.5806
"59825097010538_ereg_222",-83.6272,40.3403
"59825688010538_ereg_221",-81.0573,40.9513
"59826137010538_ereg_221",-82.0042,41.1198
"59826469010538_ereg_221",-81.9565,39.1198
"59826643010538_ereg_221",-82.1551,39.0432
"59826692010538_ereg_221",-82.2771,39.1615
"59827250010538_ereg_221",-83.3094,38.7257
"59827481010538_ereg_223",-83.3892,38.8261
"59828166010538_ereg_221",-80.5957,41.8099
"59828501010538_ereg_221",-80.7693,41.809
"59829104010538_ereg_221",-82.1574,39.4453
"59829271010538_ereg_221",-82.0041,39.3621
"59829436010538_ereg_222",-84.6545,40.8132
"59830220010538_ereg_222",-84.0358,38.8207
"59830508010538_ereg_222",-84.5747,39.3744
"59831375010538_ereg_222",-84.1287,38.995
"59833613010538_ereg_221",-81.2116,39.668
"59833962010538_ereg_222",-82.997,40.7544
"59834680010538_ereg_222",-84.3286,41.3309
"59835072010538_ereg_221",-82.5571,39.6106
"59835915010538_ereg_221",-82.3378,38.6789
"59835962010538_ereg_221",-82.3971,38.9153
"59837110010538_ereg_221",-81.3905,40.1618
"59837211010538_ereg_221",-81.3533,40.0407
"59837710010538_ereg_223",-84.6903,39.1699
"59837898010538_ereg_222",-83.4658,41.1545
"59838434010538_ereg_221",-80.9785,40.4104
"59839136010538_ereg_222",-83.637,39.0456
"59839708010538_ereg_221",-82.5691,39.4703
"59840231010538_ereg_221",-82.7514,39.1386
"59840452010538_ereg_221",-80.6692,40.4024
"59841391010538_ereg_221",-82.6625,38.6815
"59841494010538_ereg_221",-82.401,38.5111
"59842668010538_ereg_222",-83.3366,39.9611
"59843365010538_ereg_221",-81.7723,39.128
"59843652010538_ereg_221",-82.1182,39.123
"59843811010538_ereg_221",-82.3086,39.0509
"59844039010538_ereg_221",-83.2845,38.6768
"59844135010538_ereg_222",-83.4975,39.0013
"59844432010538_ereg_222",-83.5114,38.8791
"59844572010538_ereg_221",-83.2981,38.9769
"59845298010538_ereg_221",-82.281,40.8326
"59845940010538_ereg_221",-80.9517,41.7497
"59846028010538_ereg_221",-81.9694,39.4516
"59846543010538_ereg_221",-82.0266,39.2368
"59846907010538_ereg_221",-80.851,39.9498
"59847402010538_ereg_221",-81.2095,39.9597
"59847511010538_ereg_223",-83.7554,38.7456
"59847831010538_ereg_223",-83.8064,38.7256
"59847967010538_ereg_222",-84.5695,39.4598
"59848292010538_ereg_221",-80.9433,40.5615
"59848473010538_ereg_221",-80.9485,40.4905
"59848717010538_ereg_222",-83.7182,39.9296
"59849167010538_ereg_223",-84.2799,38.9931
"59850161010538_ereg_221",-81.913,40.199
"59850329010538_ereg_221",-82.0248,40.2373
"59850614010538_ereg_222",-84.4585,40.3458
"59850894010538_ereg_221",-80.9777,39.7973
"59851027010538_ereg_221",-81.0443,39.6457
"59851257010538_ereg_221",-81.2983,39.8046
"59852704010538_ereg_221",-82.0134,40.0434
"59853037010538_ereg_221",-81.8097,40.1275
"59853305010538_ereg_221",-82.0818,39.8957
"59853741010538_ereg_221",-81.4358,39.7442
"59854031010538_ereg_221",-82.1392,39.7671
"59854938010538_ereg_221",-83.3097,39.0509
"59855285010538_ereg_221",-81.2768,41.1908
"59855507010538_ereg_222",-84.6358,39.6869
"59856486010538_ereg_221",-82.8258,39.2533
"59856779010538_ereg_221",-82.9125,39.2231
"59857241010538_ereg_221",-83.1237,38.714
"59857319010538_ereg_221",-82.8905,38.8473
"59858525010538_ereg_221",-80.582,41.1707
"59859033010538_ereg_221",-81.6002,40.4613
"59859141010538_ereg_221",-81.3984,40.2763
"59859247010538_ereg_221",-81.4135,40.5793
"59860065010538_ereg_222",-84.0741,39.429
"59860233010538_ereg_221",-81.2726,39.5807
"59860380010538_ereg_221",-81.336,39.4193
"59860706010538_ereg_221",-81.1218,39.4959
"59861053010538_ereg_221",-81.8704,40.6752
"59861787010538_ereg_222",-83.5244,41.38
"59862129010538_ereg_221",-80.9764,39.8495
"59862190010538_ereg_221",-81.1552,39.6584
"59862289010538_ereg_221",-81.244,39.8354
"59862414010538_ereg_221",-81.1245,39.7744
"59862539010538_ereg_222",-84.6639,39.6029
"59862683010538_ereg_221",-81.7622,39.7499
"59863944010538_ereg_222",-84.4277,41.1667
"59864312010538_ereg_221",-82.1863,39.6275
"59864775010538_ereg_221",-83.114,39.0194
"59865187010538_ereg_221",-81.3097,41.0698
"59866145010538_ereg_221",-82.7907,39.3982
"59866903010538_ereg_221",-82.7701,38.7144
"59867016010538_ereg_221",-83.1567,38.8614
"59867672010538_ereg_222",-84.2671,40.4696
"59868956010538_ereg_221",-80.9145,41.4059
"59869097010538_ereg_221",-80.6391,41.3876
"59869656010538_ereg_221",-81.4557,40.5474
"59870318010538_ereg_221",-82.6432,39.3386
"59870419010538_ereg_221",-82.3274,39.3279
"59870897010538_ereg_221",-81.6987,39.6124
"59870976010538_ereg_221",-81.4209,39.4366
"59872569010538_ereg_221",-82.736,40.4123
"59872970010538_ereg_221",-82.5092,39.6132
"59873691010538_ereg_221",-82.2846,38.6688
"59873946010538_ereg_221",-82.201,38.6568
"59875667010538_ereg_223",-84.5821,39.2829
"59876954010538_ereg_222",-83.7041,39.1062
"59877037010538_ereg_221",-82.5947,39.5705
"59877255010538_ereg_221",-82.5306,39.5489
