"plotLon","plotLat"
"17569158010478_ereg_255",-96.1152,31.3649
"17569196010478_ereg_255",-96.1683,31.0951
"17569240010478_ereg_255",-96.1677,31.1884
"17569455010478_ereg_232",-94.4937,29.9818
"17569660010478_ereg_232",-94.749,29.9355
"17569696010478_ereg_232",-94.799,30.3347
"17569758010478_ereg_232",-94.8526,30.2493
"17569817010478_ereg_232",-94.8501,30.1618
"17569949010478_ereg_232",-94.9482,30.3788
"17570228010478_ereg_232",-95.0866,30.3705
"17570538010478_ereg_231",-94.0789,32.7693
"17570690010478_ereg_231",-94.3798,32.8148
"17571332010478_ereg_232",-95.5068,30.41
"17571749010478_ereg_232",-95.3733,30.3403
"17571771010478_ereg_231",-94.7005,33.2468
"17572130010478_ereg_232",-94.41,31.3681
"17584689010478_ereg_231",-95.4836,31.6886
"17584913010478_ereg_231",-95.6433,31.5597
"17585078010478_ereg_255",-95.7909,31.6375
"17585414010478_ereg_232",-94.3699,31.0658
"17586062010478_ereg_231",-94.0607,33.3881
"197482358010854_ereg_221",-84.7152,36.4978
"197482630010854_ereg_M221",-81.6959,36.5728
"197482778010854_ereg_223",-88.0493,35.3495
"197483163010854_ereg_221",-85.6321,35.1683
"197483165010854_ereg_221",-83.317,36.5432
"197483166010854_ereg_221",-85.3694,35.0755
"19999870010478_ereg_232",-94.3799,30.1101
"20000138010478_ereg_232",-94.536,30.2024
"20000204010478_ereg_232",-94.593,30.4152
"20000328010478_ereg_255",-95.0013,29.9819
"20000742010478_ereg_232",-95.4585,29.763
"20000868010478_ereg_255",-95.6602,30.0731
"20001012010478_ereg_232",-95.1098,30.0786
"20001218010478_ereg_231",-94.0774,32.5096
"20001575010478_ereg_231",-94.2283,32.5523
"20001712010478_ereg_231",-94.3296,32.6361
"20001861010478_ereg_231",-94.2815,32.5116
"20002041010478_ereg_231",-94.0495,32.6704
"20002084010478_ereg_231",-94.0668,32.595
"20002365010478_ereg_255",-95.6324,32.1601
"20002407010478_ereg_255",-95.8961,32.0726
"20002516010478_ereg_255",-96.0471,32.0369
"20002553010478_ereg_255",-95.5354,32.168
"20002749010478_ereg_231",-95.2552,31.2883
"20002851010478_ereg_231",-95.3977,31.2025
"20003444010478_ereg_232",-93.9206,30.3223
"20003732010478_ereg_232",-94.0232,31.121
"20003807010478_ereg_232",-94.0319,31.0326
"20003966010478_ereg_232",-94.0808,30.767
"20004150010478_ereg_232",-94.1776,31.0238
"20004642010478_ereg_232",-94.1892,29.8467
"20004761010478_ereg_232",-94.1409,30.1638
"20005224010478_ereg_231",-95.3334,31.6833
"20005306010478_ereg_231",-95.4843,31.8197
"20005483010478_ereg_255",-95.7938,31.9446
"20005781010478_ereg_232",-94.2713,31.1542
"20005818010478_ereg_232",-94.3246,31.0758
"20006049010478_ereg_232",-94.5333,31.2885
"20006082010478_ereg_232",-94.5282,31.3804
"20006367010478_ereg_232",-94.7318,31.1093
"20006462010478_ereg_232",-94.7378,31.1568
"20006506010478_ereg_232",-94.8264,31.1705
"20006806010478_ereg_231",-94.2609,33.5131
"20007140010478_ereg_231",-94.7328,33.6013
"20007182010478_ereg_231",-94.6019,33.3272
"20007302010478_ereg_231",-95.0132,32.945
"20007644010478_ereg_231",-94.1682,33.2992
"20008192010478_ereg_231",-94.4232,32.9139
"20008771010478_ereg_255",-94.9145,29.6652
"20008809010478_ereg_231",-94.9788,31.7659
"20008851010478_ereg_231",-95.0377,31.6398
"20009253010478_ereg_231",-95.2879,31.6863
"20009499010478_ereg_231",-95.3886,31.9847
"20009738010478_ereg_255",-95.2242,33.0683
"20009777010478_ereg_255",-95.1804,33.323
"20009870010478_ereg_255",-95.251,33.2633
"20010021010478_ereg_231",-94.9088,32.3773
"20010336010478_ereg_255",-96.0668,30.7058
"20010416010478_ereg_255",-95.9391,30.6428
"20010618010478_ereg_232",-94.1406,30.3665
"20010979010478_ereg_255",-95.7591,31.4554
"20011031010478_ereg_255",-95.7544,31.543
"20011058010478_ereg_255",-95.811,31.2743
"20011179010478_ereg_255",-95.9106,31.3665
"20011250010478_ereg_255",-96.1103,31.2377
"20011338010478_ereg_255",-96.0594,31.324
"20011377010478_ereg_255",-96.0623,31.4136
"20011454010478_ereg_255",-96.1561,31.0144
"20011587010478_ereg_255",-95.7755,31.3818
"20011845010478_ereg_232",-94.7997,30.1617
"20011891010478_ereg_232",-94.793,30.2487
"20012012010478_ereg_255",-94.8542,29.8913
"20012499010478_ereg_255",-95.8611,30.9653
"20012670010478_ereg_231",-94.1766,32.7205
"20012818010478_ereg_231",-94.4327,32.8528
"20013082010478_ereg_232",-95.2543,30.1938
"20013250010478_ereg_232",-95.2991,30.3205
"20013299010478_ereg_232",-95.3516,30.2347
"20014461010478_ereg_232",-93.9125,31.2464
"20014545010478_ereg_231",-93.8478,31.5731
"20015136010478_ereg_231",-94.4224,33.3028
"20015360010478_ereg_231",-94.5848,33.2573
"20015478010478_ereg_231",-94.677,33.4245
"20015668010478_ereg_231",-94.6544,33.5778
"20016156010478_ereg_231",-94.3214,33.2122
"20016475010478_ereg_231",-94.4811,33.0437
"20016870010478_ereg_231",-94.6131,33.1902
"20017298010478_ereg_231",-95.1433,32.1105
"20018020010478_ereg_231",-95.0052,31.5786
"20018103010478_ereg_255",-95.1771,33.2979
"20018533010478_ereg_231",-94.9631,32.3812
"20018915010478_ereg_232",-94.1301,30.4986
"20019086010478_ereg_232",-94.3318,30.1502
"20019149010478_ereg_232",-94.3373,30.3288
"20019172010478_ereg_232",-94.4478,30.2816
"20019379010478_ereg_232",-94.4861,30.2388
"20019437010478_ereg_232",-94.4841,30.1456
"20020024010478_ereg_255",-95.3052,29.6342
"20020619010478_ereg_231",-94.1802,32.6862
"20020759010478_ereg_231",-94.2799,32.645
"20020809010478_ereg_231",-94.3338,32.6003
"20020950010478_ereg_231",-94.478,32.509
"20021093010478_ereg_231",-94.4522,32.6599
"20021220010478_ereg_255",-95.7319,32.1203
"20021312010478_ereg_255",-95.8996,32.0324
"20021428010478_ereg_255",-96.2551,32.3054
"20021517010478_ereg_231",-95.0488,31.3348
"20021552010478_ereg_231",-95.146,31.4572
"20021620010478_ereg_231",-95.1955,31.3354
"20021849010478_ereg_231",-95.3437,31.1983
"20021901010478_ereg_231",-95.35,31.2864
"20022232010478_ereg_231",-95.6026,31.5119
"20022720010478_ereg_232",-93.9255,30.2823
"20022866010478_ereg_232",-93.9807,31.07
"20023112010478_ereg_232",-94.0211,30.4119
"20023413010478_ereg_232",-94.0784,30.7278
"20023570010478_ereg_232",-94.2827,31.0301
"20023741010478_ereg_232",-94.0738,30.8578
"20024315010478_ereg_255",-95.7536,31.3256
"20024506010478_ereg_255",-96.0135,31.455
"20024737010478_ereg_255",-96.2046,31.2778
"20024785010478_ereg_255",-96.219,31.1929
"20024823010478_ereg_255",-96.2146,31.1042
"20024893010478_ereg_255",-96.2445,31.0349
"20024946010478_ereg_232",-94.5419,29.9377
"20025171010478_ereg_232",-94.7501,30.2472
"20025254010478_ereg_232",-94.7942,30.0259
"20025322010478_ereg_232",-94.7993,30.123
"20025383010478_ereg_232",-94.8521,30.3466
"20025699010478_ereg_232",-95.0518,30.2045
"20025805010478_ereg_232",-94.917,30.2206
"20026044010478_ereg_231",-94.1278,32.7665
"20026107010478_ereg_231",-94.1161,32.8537
"20026215010478_ereg_231",-94.2723,32.7672
"20026822010478_ereg_232",-95.2976,30.144
"20027417010478_ereg_232",-95.6846,30.4729
"20027543010478_ereg_231",-94.7543,33.2492
"20027663010478_ereg_231",-94.3102,31.5047
"20027731010478_ereg_232",-94.3167,31.4203
"20027844010478_ereg_231",-94.4173,31.7146
"20028084010478_ereg_232",-95.7114,30.5438
"20028465010478_ereg_231",-94.7042,32.8998
"20028832010478_ereg_231",-94.5589,31.6793
"20029129010478_ereg_231",-94.7196,31.6403
"20029224010478_ereg_231",-94.8274,31.8084
"20029286010478_ereg_232",-94.8735,31.543
"20029877010478_ereg_232",-93.7146,30.6805
"20029929010478_ereg_232",-93.7149,30.5903
"20030112010478_ereg_232",-93.7684,30.5003
"20030657010478_ereg_232",-93.8652,30.6382
"20030886010478_ereg_232",-93.5795,31.1435
"20031117010478_ereg_232",-94.0908,30.15
"20031219010478_ereg_232",-94.0969,30.2328
"20031901010478_ereg_231",-94.3545,31.9902
"20032268010478_ereg_232",-94.6375,30.8047
"20032318010478_ereg_232",-94.7611,30.6949
"20032420010478_ereg_232",-94.6825,30.6301
"20032787010478_ereg_232",-94.9464,30.6751
"20032920010478_ereg_232",-94.9424,30.8549
"20032972010478_ereg_232",-95.0492,30.8487
"20033250010478_ereg_231",-94.9369,33.6933
"20033347010478_ereg_255",-94.9891,33.5157
"20033393010478_ereg_255",-95.0022,33.4335
"20033504010478_ereg_255",-95.1492,33.4789
"20033788010478_ereg_231",-94.5559,32.2857
"20033837010478_ereg_231",-94.6596,31.8955
"20034027010478_ereg_231",-94.8689,32.2947
"20034091010478_ereg_231",-94.9182,31.9441
"20034434010478_ereg_232",-93.8137,31.2951
"20035016010478_ereg_232",-94.059,31.5017
"20035467010478_ereg_232",-94.2657,31.331
"20035764010478_ereg_232",-95.1471,30.4083
"20035801010478_ereg_232",-95.1836,30.8047
"20036028010478_ereg_232",-95.1446,30.5082
"20036114010478_ereg_231",-93.8628,31.6765
"20036184010478_ereg_231",-93.958,31.8121
"20036562010478_ereg_231",-94.22,31.9376
"20036603010478_ereg_231",-94.2632,31.8432
"20037492010478_ereg_255",-95.0678,33.1143
"20037538010478_ereg_255",-95.0433,33.2722
"20037629010478_ereg_232",-94.9499,31.3316
"20038007010478_ereg_231",-95.153,31.0628
"20038061010478_ereg_231",-95.1501,31.1532
"20038109010478_ereg_232",-95.193,30.8911
"20038342010478_ereg_232",-94.1233,30.6359
"20038427010478_ereg_232",-94.3796,30.7727
"20038651010478_ereg_232",-94.3215,30.9893
"20038804010478_ereg_232",-94.4811,30.8914
"20039090010478_ereg_232",-94.4338,30.8882
"20039240010478_ereg_231",-94.8672,32.7698
"20039310010478_ereg_231",-94.7611,32.7697
"20039820010478_ereg_255",-95.733,32.7352
"20040345010478_ereg_232",-95.5006,30.7126
"20040432010478_ereg_232",-95.4977,30.7574
"20040512010478_ereg_255",-95.5538,30.7962
"20040721010478_ereg_255",-95.7578,30.8938
"20041154010478_ereg_231",-95.1748,32.7793
"20041371010478_ereg_255",-95.3798,32.6496
"20041519010478_ereg_255",-95.4745,32.6867
"20041828010478_ereg_231",-95.4909,31.9077
"20041927010478_ereg_231",-95.5449,31.5963
"20041974010478_ereg_231",-95.5397,31.6892
"20042252010478_ereg_255",-95.6875,31.6338
"20042329010478_ereg_255",-95.7451,32.0325
"20042464010478_ereg_255",-95.7763,31.8875
"20042675010478_ereg_232",-94.3687,31.1561
"20043048010478_ereg_232",-94.7944,31.2831
"20043092010478_ereg_232",-94.7862,31.2061
"20043140010478_ereg_232",-94.8879,31.5004
"20043482010478_ereg_232",-94.618,31.4547
"20043517010478_ereg_231",-94.671,31.6795
"20043895010478_ereg_232",-93.5622,31.1113
"20044172010478_ereg_232",-93.6673,30.7686
"20044234010478_ereg_232",-93.7142,31.1537
"20045208010478_ereg_232",-93.9422,30.1991
"20045317010478_ereg_232",-94.0782,30.1944
"20045382010478_ereg_231",-94.0503,31.9857
"20045592010478_ereg_231",-94.1516,32.2121
"20045639010478_ereg_231",-94.1521,32.1174
"20045892010478_ereg_231",-94.2986,32.1971
"20046392010478_ereg_232",-94.6946,30.5911
"20046479010478_ereg_232",-94.6895,30.4922
"20046545010478_ereg_232",-94.7477,30.8962
"20047732010478_ereg_231",-94.8365,33.3875
"20047844010478_ereg_255",-94.9974,33.3951
"20047966010478_ereg_255",-95.0987,33.5266
"20048029010478_ereg_255",-95.1494,33.3848
"20048363010478_ereg_255",-94.9289,33.5622
"20048395010478_ereg_255",-95.2572,33.6031
"20048723010478_ereg_231",-95.0425,33.7724
"20048740010478_ereg_255",-95.1807,33.8431
"20048863010478_ereg_231",-94.6629,31.8496
"20048897010478_ereg_231",-94.6595,32.3395
"20048924010478_ereg_231",-94.6638,32.1141
"20049229010478_ereg_231",-94.8546,32.2268
"20049339010478_ereg_232",-93.7702,31.3811
"20049401010478_ereg_232",-93.8206,31.245
"20049467010478_ereg_231",-93.8716,31.5553
"20050337010478_ereg_232",-94.1071,31.2844
"20050537010478_ereg_232",-94.1958,31.4309
"20050581010478_ereg_232",-94.2362,31.2708
"20050631010478_ereg_232",-95.0885,30.5384
"20050713010478_ereg_232",-95.1426,30.463
"20050821010478_ereg_232",-95.1977,30.6717
"20050991010478_ereg_232",-95.298,30.8568
"20051047010478_ereg_232",-95.2629,30.4684
"20051184010478_ereg_231",-93.861,31.6279
"20051567010478_ereg_231",-94.1114,31.6723
"20051780010478_ereg_231",-94.2104,31.8931
"20051840010478_ereg_231",-94.2631,31.6772
"20052020010478_ereg_231",-93.8441,31.7008
"20052457010478_ereg_255",-95.225,32.4283
"20052632010478_ereg_255",-95.3765,32.3926
"20053016010478_ereg_232",-94.9421,31.1991
"20053416010478_ereg_231",-95.0983,31.1622
"20054391010478_ereg_232",-94.3822,30.7258
"20054453010478_ereg_232",-94.3786,30.8103
"20054554010478_ereg_232",-94.2764,30.8977
"20054877010478_ereg_232",-94.1029,30.656
"20055323010478_ereg_255",-95.6878,32.3858
"20055490010478_ereg_255",-95.8944,32.6484
"20055977010478_ereg_232",-95.4944,30.6728
"20056111010478_ereg_232",-95.6517,30.6226
"20056415010478_ereg_232",-95.4782,30.7322
"20056496010478_ereg_255",-95.9524,29.7924
"20056588010478_ereg_232",-95.8785,30.2126
"20056713010478_ereg_255",-95.335,32.6951
"20057087010478_ereg_255",-95.5881,32.6911
"20057818010478_ereg_231",-94.2122,32.9517
"20057959010478_ereg_231",-94.4785,33.084
"20058156010478_ereg_231",-95.0249,31.984
"20058614010478_ereg_232",-93.9295,30.7248
"20058666010478_ereg_232",-93.9239,30.6427
"20058799010478_ereg_232",-93.9786,31.026
"20059012010478_ereg_232",-94.2303,31.0728
"20059469010478_ereg_232",-94.8014,29.9894
"20059827010478_ereg_232",-95.3508,30.1039
"20059945010478_ereg_232",-94.6394,30.7206
"20060015010478_ereg_232",-94.6899,31.0293
"20218604010478_ereg_232",-86.5803,30.8201
"20219125010478_ereg_232",-81.1821,28.3534
"20219165010478_ereg_232",-81.469,28.2681
"20219400010478_ereg_232",-81.1055,27.9461
"20220208010478_ereg_232",-82.0565,28.2838
"20220890010478_ereg_232",-81.5386,28.0293
"20221020010478_ereg_232",-81.3456,27.8119
"20221189010478_ereg_232",-81.9717,29.6079
"20221237010478_ereg_232",-81.7729,29.7531
"20221652010478_ereg_232",-87.2778,30.7997
"20222023010478_ereg_232",-87.0784,30.5594
"20222794010478_ereg_232",-82.0021,28.381
"20223007010478_ereg_232",-83.0932,30.0936
"20223254010478_ereg_232",-82.8452,29.9178
"20223337010478_ereg_232",-82.8175,30.0124
"20223419010478_ereg_232",-83.3894,30.0074
"20223779010478_ereg_232",-80.9313,28.9578
"20223976010478_ereg_232",-84.6035,30.2214
"20223993010478_ereg_232",-84.5312,30.0937
"20224029010478_ereg_232",-84.4549,30.2296
"20224125010478_ereg_232",-84.3118,30.2458
"20224200010478_ereg_232",-84.1688,30.253
"20224680010478_ereg_232",-85.6504,30.6076
"20224769010478_ereg_232",-85.5288,30.5471
"20224798010478_ereg_232",-85.4928,30.597
"20224897010478_ereg_232",-85.7363,30.6809
"20225099010478_ereg_232",-82.6682,29.9938
"20225218010478_ereg_232",-82.6181,30.5428
"20225401010478_ereg_232",-82.7039,29.9142
"20225825010478_ereg_232",-81.6396,27.1251
"20226041010478_ereg_232",-81.8052,30.3962
"20226846010478_ereg_232",-84.9042,30.6148
"20227092010478_ereg_232",-81.2404,27.0222
"20227587010478_ereg_232",-85.1346,29.999
"20227732010478_ereg_232",-83.062,30.4845
"20227845010478_ereg_232",-82.7893,30.4015
"20227902010478_ereg_232",-83.1726,30.5599
"20227922010478_ereg_232",-82.9012,30.5541
"20228164010478_ereg_232",-81.6241,27.4952
"20228314010478_ereg_232",-81.8268,27.3707
"20228450010478_ereg_411",-81.2128,26.3357
"20228519010478_ereg_232",-81.1383,26.4818
"20228820010478_ereg_232",-82.4973,28.6052
"20228908010478_ereg_232",-82.5218,28.5224
"20228948010478_ereg_232",-82.4615,28.6827
"20228987010478_ereg_232",-82.3814,28.4446
"20229475010478_ereg_232",-82.3703,27.8017
"20229633010478_ereg_232",-82.2388,28.1449
"20229708010478_ereg_232",-82.199,27.8229
"20230138010478_ereg_232",-85.9694,30.932
"20230397010478_ereg_232",-85.3304,30.5938
"20230807010478_ereg_232",-81.6181,29.0532
"20230934010478_ereg_232",-81.4981,28.9843
"20231219010478_ereg_411",-81.8145,26.5695
"20231321010478_ereg_411",-81.6636,26.5668
"20231470010478_ereg_232",-84.5723,30.3825
"20231573010478_ereg_232",-84.4409,30.3088
"20231666010478_ereg_232",-84.3691,30.4792
"20231762010478_ereg_232",-84.0929,30.5525
"20231939010478_ereg_232",-84.2309,30.4968
"20232291010478_ereg_232",-82.3083,27.5947
"20233288010478_ereg_232",-86.7497,30.6568
"20233339010478_ereg_232",-86.653,30.5847
"20233384010478_ereg_232",-86.6745,30.4994
"20234133010478_ereg_232",-84.9869,30.5155
"20234437010478_ereg_232",-84.8483,30.1315
"20234457010478_ereg_232",-84.8039,30.2131
"20234689010478_ereg_232",-84.8716,30.3604
"20234732010478_ereg_232",-84.7611,30.2791
"20234809010478_ereg_232",-85.0847,30.2008
"20235030010478_ereg_232",-83.529,30.5362
"20235544010478_ereg_232",-83.465,30.2839
"20235746010478_ereg_232",-82.1964,27.5565
"20236058010478_ereg_232",-82.2783,29.3048
"20236351010478_ereg_232",-81.8737,29.104
"20236464010478_ereg_232",-81.6758,29.3406
"20236520010478_ereg_232",-81.7795,29.4202
"20236658010478_ereg_232",-81.7968,29.3368
"20238213010478_ereg_232",-81.9667,30.5498
"20238337010478_ereg_232",-81.7768,30.5153
"20238667010478_ereg_232",-81.9465,30.8227
"20238748010478_ereg_232",-86.7864,30.6138
"20238953010478_ereg_232",-86.5896,30.8478
"20239111010478_ereg_232",-86.4792,30.7056
"20239149010478_ereg_232",-86.4726,30.8028
"20239284010478_ereg_232",-86.4123,30.4944
"20239415010478_ereg_232",-86.6491,30.6987
"20239464010478_ereg_232",-86.5607,30.4723
"20239672010478_ereg_232",-80.7624,27.5318
"20239834010478_ereg_232",-81.4507,28.4835
"20239935010478_ereg_232",-81.316,28.402
"20240124010478_ereg_232",-80.9792,28.5501
"20240364010478_ereg_232",-81.4459,28.0873
"20240718010478_ereg_232",-80.9797,27.7702
"20240858010478_ereg_232",-80.8894,28.0178
"20240873010478_ereg_232",-81.6277,28.3257
"20241888010478_ereg_232",-82.1335,28.3247
"20242156010478_ereg_232",-82.9526,29.7354
"20242199010478_ereg_232",-83.0825,29.35
"20242995010478_ereg_232",-81.898,30.194
"20243309010478_ereg_232",-87.3754,30.6744
"20244068010478_ereg_232",-85.0191,29.959
"20244226010478_ereg_232",-84.8011,29.8131
"20244349010478_ereg_232",-84.6704,29.8583
"20244629010478_ereg_232",-84.9039,29.8894
"20246227010478_ereg_232",-85.1223,30.0298
"20246991010478_ereg_232",-81.8248,27.467
"20247109010478_ereg_232",-81.6519,27.478
"20247203010478_ereg_232",-81.4113,26.6804
"20247382010478_ereg_232",-81.3429,26.767
"20247782010478_ereg_232",-82.5221,28.5617
"20247947010478_ereg_232",-82.51,28.6692
"20247999010478_ereg_232",-82.2488,28.5704
"20248054010478_ereg_232",-82.1064,28.4912
"20248354010478_ereg_232",-81.2974,27.6061
"20248419010478_ereg_232",-81.2209,27.5447
"20248655010478_ereg_232",-82.3994,28.0886
"20248936010478_ereg_232",-85.8818,30.8255
"20249556010478_ereg_232",-85.3315,30.6483
"20249649010478_ereg_232",-85.0309,30.7576
"20250190010478_ereg_232",-85.2599,30.8797
"20250526010478_ereg_232",-83.7881,30.6107
"20250829010478_ereg_232",-83.3641,30.214
"20251005010478_ereg_232",-83.1837,29.9057
"20251395010478_ereg_232",-81.7363,28.7307
"20251524010478_ereg_232",-81.6387,29.0198
"20251798010478_ereg_232",-81.3689,28.9607
"20251991010478_ereg_232",-81.9062,26.7591
"20252380010478_ereg_232",-84.4332,30.3581
"20252822010478_ereg_232",-82.9581,29.2818
"20253060010478_ereg_232",-82.7374,29.1073
"20253116010478_ereg_232",-82.7005,29.27
"20253227010478_ereg_232",-82.6005,29.13
"20253426010478_ereg_232",-81.0928,29.3878
"20253590010478_ereg_232",-80.8885,28.8199
"20253822010478_ereg_232",-81.4135,29.2552
"20253948010478_ereg_232",-80.9457,28.9851
"20254131010478_ereg_232",-81.4844,29.2011
"20255084010478_ereg_232",-86.1248,30.6175
"20255146010478_ereg_232",-86.0561,30.7081
"20255290010478_ereg_232",-86.3755,30.7573
"20256295010478_ereg_232",-82.3381,29.8176
"20256359010478_ereg_232",-82.1898,29.8147
"20256581010478_ereg_232",-82.2342,29.725
"20256862010478_ereg_232",-82.4257,30.3763
"20257131010478_ereg_232",-82.2772,30.3673
"20257183010478_ereg_232",-85.8675,30.4138
"20257531010478_ereg_232",-85.3982,30.5027
"20257906010478_ereg_232",-82.09,30.1234
"20258055010478_ereg_232",-82.2912,29.9739
"20258539010478_ereg_232",-80.5754,28.462
"20258804010478_ereg_411",-80.6116,26.125
"20259448010478_ereg_232",-81.8728,26.9434
"20259534010478_ereg_232",-81.7069,26.9326
"20259554010478_ereg_232",-81.6336,26.787
"20259695010478_ereg_232",-82.6572,28.9787
"20259823010478_ereg_232",-82.5956,28.7274
"20260044010478_ereg_232",-82.4414,28.8029
"20260097010478_ereg_232",-82.4479,28.7303
